Entry Time,Exit Time,Entry Price,Exit Price,PnL,Return [%],Duration,Status
2017-08-20 05:00:00+00:00,2017-08-20 08:00:00+00:00,285.532695,292.87349,240.69299645017873,2.41,0 days 03:00:00,Closed
2017-08-20 10:00:00+00:00,2017-08-20 11:00:00+00:00,296.11798500000003,292.44370499999997,-143.2370447622398,-1.4,0 days 01:00:00,Closed
2017-08-26 06:00:00+00:00,2017-08-26 13:00:00+00:00,325.392615,325.97693,1.960230313494165,0.02,0 days 07:00:00,Closed
2017-08-28 14:00:00+00:00,2017-08-28 15:00:00+00:00,342.361095,342.778525,-3.8519383524225947,-0.04,0 days 01:00:00,Closed
2017-09-15 14:00:00+00:00,2017-09-15 15:00:00+00:00,233.11649999999997,269.865,1572.7810943937898,15.59,0 days 01:00:00,Closed
2017-09-16 18:00:00+00:00,2017-09-17 16:00:00+00:00,249.12449999999998,252.8735,156.65828098472963,1.34,0 days 22:00:00,Closed
2017-09-19 07:00:00+00:00,2017-09-19 16:00:00+00:00,284.64225,289.29528,174.08871483827406,1.47,0 days 09:00:00,Closed
2017-09-22 20:00:00+00:00,2017-09-22 22:00:00+00:00,260.119995,262.84851000000003,106.47942528954974,0.89,0 days 02:00:00,Closed
2017-09-26 07:00:00+00:00,2017-09-26 16:00:00+00:00,290.395125,289.39523,-60.968969775288045,-0.5,0 days 09:00:00,Closed
2017-09-26 18:00:00+00:00,2017-09-27 11:00:00+00:00,289.28457,295.77204,250.423397199504,2.08,0 days 17:00:00,Closed
2017-09-28 21:00:00+00:00,2017-09-29 02:00:00+00:00,300.220035,298.20082500000007,-102.21759425834937,-0.83,0 days 05:00:00,Closed
2017-09-29 04:00:00+00:00,2017-09-29 05:00:00+00:00,280.14,286.546655,258.9044513623329,2.13,0 days 01:00:00,Closed
2017-09-29 07:00:00+00:00,2017-09-29 13:00:00+00:00,284.72229,301.06939000000006,693.8552844661143,5.58,0 days 06:00:00,Closed
2017-09-30 01:00:00+00:00,2017-09-30 04:00:00+00:00,295.06746,301.849,280.6256906247273,2.14,0 days 03:00:00,Closed
2017-10-05 12:00:00+00:00,2017-10-05 16:00:00+00:00,290.535195,294.8525,177.72732394308457,1.32,0 days 04:00:00,Closed
2017-10-07 15:00:00+00:00,2017-10-07 22:00:00+00:00,309.564705,308.855495,-52.86551199112473,-0.39,0 days 07:00:00,Closed
2017-10-08 10:00:00+00:00,2017-10-09 00:00:00+00:00,311.09547,310.974435,-26.928111432482893,-0.2,0 days 14:00:00,Closed
2017-10-09 02:00:00+00:00,2017-10-09 08:00:00+00:00,307.763805,304.85749500000003,-149.12970424022188,-1.1,0 days 06:00:00,Closed
2017-10-09 10:00:00+00:00,2017-10-09 15:00:00+00:00,305.53269,300.84950000000003,-226.06644438966828,-1.69,0 days 05:00:00,Closed
2017-10-09 17:00:00+00:00,2017-10-09 19:00:00+00:00,300.04994999999997,292.43371,-354.25037072192805,-2.7,0 days 02:00:00,Closed
2017-10-09 21:00:00+00:00,2017-10-10 04:00:00+00:00,293.876865,298.400725,176.18781294246912,1.38,0 days 07:00:00,Closed
2017-10-13 05:00:00+00:00,2017-10-13 06:00:00+00:00,304.152,317.391225,542.9606730895634,4.19,0 days 01:00:00,Closed
2017-10-14 02:00:00+00:00,2017-10-14 08:00:00+00:00,337.51867500000003,347.30626000000007,369.65142533379554,2.74,0 days 06:00:00,Closed
2017-10-16 17:00:00+00:00,2017-10-17 01:00:00+00:00,338.24904,332.823505,-244.53166522716253,-1.76,0 days 08:00:00,Closed
2017-10-17 03:00:00+00:00,2017-10-17 16:00:00+00:00,326.88336,322.12885500000004,-219.86568182026122,-1.61,0 days 13:00:00,Closed
2017-10-17 18:00:00+00:00,2017-10-17 21:00:00+00:00,322.54119,320.129855,-121.61476492496281,-0.91,0 days 03:00:00,Closed
2017-10-17 23:00:00+00:00,2017-10-18 01:00:00+00:00,314.17700999999994,312.86349,-76.76449227504754,-0.58,0 days 02:00:00,Closed
2017-10-18 03:00:00+00:00,2017-10-18 08:00:00+00:00,306.163005,299.859995,-292.87711952599864,-2.22,0 days 05:00:00,Closed
2017-10-18 10:00:00+00:00,2017-10-18 13:00:00+00:00,301.68076499999995,295.87199,-269.19157306743654,-2.08,0 days 03:00:00,Closed
2017-10-18 15:00:00+00:00,2017-10-18 22:00:00+00:00,293.276565,306.28678,540.4218229389157,4.27,0 days 07:00:00,Closed
2017-10-21 17:00:00+00:00,2017-10-22 02:00:00+00:00,293.44665,302.81851500000005,399.76543545044416,3.03,0 days 09:00:00,Closed
2017-10-26 23:00:00+00:00,2017-10-27 06:00:00+00:00,295.15750499999996,296.061895,19.8607165789211,0.15,0 days 07:00:00,Closed
2017-10-27 23:00:00+00:00,2017-10-28 00:00:00+00:00,294.50718,295.99193,46.775985359361215,0.34,0 days 01:00:00,Closed
2017-10-28 16:00:00+00:00,2017-10-29 07:00:00+00:00,292.26606,295.83201,144.6190094261557,1.06,0 days 15:00:00,Closed
2017-10-30 23:00:00+00:00,2017-10-31 03:00:00+00:00,307.46365499999996,308.0459,4.031921199741326,0.03,0 days 04:00:00,Closed
2017-10-31 18:00:00+00:00,2017-11-01 00:00:00+00:00,307.13349,304.737555,-129.67590270079802,-0.94,0 days 06:00:00,Closed
2017-11-01 02:00:00+00:00,2017-11-01 10:00:00+00:00,304.141995,301.579135,-137.0054679069275,-1.0,0 days 08:00:00,Closed
2017-11-01 12:00:00+00:00,2017-11-01 22:00:00+00:00,297.978915,295.282285,-144.0631914497059,-1.06,0 days 10:00:00,Closed
2017-11-02 00:00:00+00:00,2017-11-02 01:00:00+00:00,287.44365,285.58713500000005,-107.85829114385477,-0.81,0 days 01:00:00,Closed
2017-11-02 03:00:00+00:00,2017-11-02 09:00:00+00:00,285.7428,279.86,-294.5427286242987,-2.22,0 days 06:00:00,Closed
2017-11-02 11:00:00+00:00,2017-11-02 13:00:00+00:00,278.16901499999994,281.89898000000005,153.26616511481927,1.18,0 days 02:00:00,Closed
2017-11-02 15:00:00+00:00,2017-11-03 02:00:00+00:00,286.24305,288.83551000000006,97.91547161827836,0.74,0 days 11:00:00,Closed
2017-11-05 15:00:00+00:00,2017-11-06 04:00:00+00:00,296.218035,293.03341,-163.4318653356283,-1.23,0 days 13:00:00,Closed
2017-11-06 06:00:00+00:00,2017-11-06 12:00:00+00:00,293.1465,300.83950500000003,322.011080524345,2.46,0 days 06:00:00,Closed
2017-11-07 07:00:00+00:00,2017-11-07 11:00:00+00:00,298.459155,299.37024,19.43250985169172,0.15,0 days 04:00:00,Closed
2017-11-10 10:00:00+00:00,2017-11-10 11:00:00+00:00,316.17801,320.63960000000003,167.73900040423322,1.25,0 days 01:00:00,Closed
2017-11-10 13:00:00+00:00,2017-11-10 17:00:00+00:00,300.139995,302.82851000000005,99.8696901884091,0.74,0 days 04:00:00,Closed
