fast,slow,total_return,sharpe_ratio,max_drawdown,win_rate,total_trades
16,48,-41.32472991267037,-1.9006328319871009,41.83456131166508,32.70440251572327,159
16,60,-41.32472991267037,-1.9006328319871009,41.83456131166508,32.70440251572327,159
16,72,-41.32472991267037,-1.9006328319871009,41.83456131166508,32.70440251572327,159
20,48,-41.32472991267037,-1.9006328319871009,41.83456131166508,32.70440251572327,159
20,60,-41.32472991267037,-1.9006328319871009,41.83456131166508,32.70440251572327,159
20,72,-41.32472991267037,-1.9006328319871009,41.83456131166508,32.70440251572327,159
24,48,-41.32472991267037,-1.9006328319871009,41.83456131166508,32.70440251572327,159
24,60,-41.32472991267037,-1.9006328319871009,41.83456131166508,32.70440251572327,159
24,72,-41.32472991267037,-1.9006328319871009,41.83456131166508,32.70440251572327,159
