split,train_start,train_end,test_start,test_end,train_return,test_return,train_sharpe,test_sharpe,train_dd,test_dd
0,2022-01-01 00:00:00+00:00,2024-11-14 20:00:00+00:00,2024-11-14 21:00:00+00:00,2026-02-07 09:00:00+00:00,13.777754524612645,-40.94270157775554,0.30513874519965833,-1.2866937713092232,53.41837753700861,49.137547608539684
1,2022-01-01 00:00:00+00:00,2024-11-14 20:00:00+00:00,2024-11-14 21:00:00+00:00,2026-02-07 09:00:00+00:00,13.777754524612645,-40.94270157775554,0.30513874519965833,-1.2866937713092232,53.41837753700861,49.137547608539684
2,2022-01-01 00:00:00+00:00,2024-11-14 20:00:00+00:00,2024-11-14 21:00:00+00:00,2026-02-07 09:00:00+00:00,13.777754524612645,-40.94270157775554,0.30513874519965833,-1.2866937713092232,53.41837753700861,49.137547608539684
3,2022-01-01 00:00:00+00:00,2024-11-14 20:00:00+00:00,2024-11-14 21:00:00+00:00,2026-02-07 09:00:00+00:00,13.777754524612645,-40.94270157775554,0.30513874519965833,-1.2866937713092232,53.41837753700861,49.137547608539684
4,2022-01-01 00:00:00+00:00,2024-11-14 20:00:00+00:00,2024-11-14 21:00:00+00:00,2026-02-07 09:00:00+00:00,13.777754524612645,-40.94270157775554,0.30513874519965833,-1.2866937713092232,53.41837753700861,49.137547608539684
