fast,slow,total_return,sharpe_ratio,max_drawdown,win_rate,total_trades
15,55,-37.69433243671274,-0.16028057373146468,53.95122559255998,24.538258575197887,379
15,60,-33.09210400552859,-0.11176804943465317,51.11958245653222,23.809523809523807,357
15,65,-15.52698600969272,0.05157953488082321,48.06785993666368,24.556213017751478,338
20,55,-22.692934117119975,-0.009791604625140183,49.48853107012996,25.304878048780488,328
20,60,-31.45869240693404,-0.09490195027420902,53.41837753700861,25.396825396825395,315
20,65,-27.530150632931637,-0.05824640856097346,52.95554454523542,25.0814332247557,307
25,55,-30.785372174249677,-0.08936749265982748,52.5239933557807,25.97402597402597,308
25,60,-20.982240575962706,0.004386133655774789,50.870423454158285,24.914675767918087,293
25,65,4.74163941636727,0.2043866964977497,57.017381664929225,23.161764705882355,272
