rsi_period,oversold,overbought,min_adx,stop_loss_atr,take_profit_atr,total_return,sharpe_ratio,max_drawdown,win_rate,total_trades
10,40,65,20,1.5,4.0,397.14679121958665,2.6884390231739697,10.325687662620584,62.108731466227354,607
18,30,65,25,2.0,4.0,445.57753880646453,2.6878964076363183,11.389765271865292,67.63485477178423,241
18,30,65,25,1.5,3.0,407.6864697621823,2.6878343751093325,14.60288755103753,66.40625,256
18,35,65,15,2.0,3.0,784.6454235032184,2.6856679944360087,14.220547237104578,62.038664323374334,569
10,40,70,15,2.5,4.0,866.6550020217004,2.6842385716223114,13.457928303551245,64.18439716312056,846
14,40,75,20,1.5,4.0,1599.7228617309054,2.682965057223921,14.602887551037588,52.43589743589744,780
10,40,70,15,1.5,2.5,652.6235077973498,2.6815830582912104,10.842116059097934,58.921161825726145,964
18,35,70,20,1.5,2.5,837.0693980536814,2.677495108419748,14.602887551037538,56.08974358974359,624
14,30,70,20,2.5,4.0,753.8400495294458,2.67025353883591,17.294205973431527,69.11392405063292,395
10,35,70,15,2.0,3.0,695.2712755432028,2.669438795166786,15.059200076433301,62.38767650834403,779
14,35,65,25,2.0,4.0,327.98967680184313,2.6674785439967352,9.06474069362547,66.54545454545455,275
14,35,70,25,1.5,2.5,418.2525033289704,2.6629349153334316,9.416870096926393,63.48314606741573,356
14,30,65,20,2.0,2.5,390.81265239821914,2.660072639031601,14.401926689108063,65.80459770114942,348
18,35,70,20,2.5,4.0,1250.3715865340887,2.659889065545894,21.55442969186449,62.231759656652365,466
18,30,70,20,1.5,2.5,681.786072429503,2.655657309383911,14.602887551037536,58.14432989690722,485
14,30,70,25,2.0,4.0,458.8830745491185,2.654599203766748,12.020878256086505,65.97222222222221,288
14,40,70,15,1.5,3.0,950.5511642279213,2.6532401374298415,11.41193932422088,56.415929203539825,904
14,40,65,15,2.0,3.0,696.3644955284,2.652929587497245,15.593347200481483,62.97760210803689,759
18,30,65,15,1.5,2.5,505.53790670782564,2.652540929030266,14.602887551037554,60.76233183856502,446
10,30,70,15,2.5,4.0,699.1523898548825,2.6504931330830663,20.889381279403878,65.58966074313409,619
14,35,75,25,1.5,4.0,924.5183460452785,2.649419616629531,14.602887551037563,56.182212581344906,461
14,40,70,25,1.5,4.0,539.1484619440594,2.636852026664476,9.416870096926354,59.210526315789465,456
10,35,65,20,1.5,3.0,339.8603177395346,2.6354120283334446,8.795923246819946,61.30952380952381,504
14,40,75,15,1.5,4.0,1797.194550746439,2.635220723697075,16.80713689200745,51.00896860986547,892
18,40,65,25,2.0,4.0,516.7608494309557,2.634405787179951,12.272890197009264,64.08668730650155,323
14,30,75,15,1.5,4.0,1330.53499810707,2.632935092833894,16.807136892007485,52.48538011695907,684
10,30,70,20,1.5,4.0,411.9871485100747,2.6322345644905005,14.464836949517206,60.040160642570285,498
14,35,65,20,2.0,2.5,413.03043875726235,2.632140069757925,14.40192668910806,65.11627906976744,430
10,35,75,15,2.0,3.0,960.6417770029736,2.625307713971245,15.144136910009806,59.36395759717315,849
10,40,65,15,2.0,2.5,490.9121357895846,2.6251287349776855,13.756819614572843,62.01456310679612,824
14,35,65,15,2.5,3.0,541.8680485633098,2.619807177481524,16.936401518172183,64.6655231560892,583
10,30,75,20,2.5,4.0,838.4552305364064,2.616216713692905,17.451265892952243,63.77358490566037,530
14,35,65,20,2.5,3.0,436.3294709648473,2.616189123087751,15.675827667215142,67.40196078431373,408
14,35,65,25,2.0,3.0,313.17529716360724,2.6138739236133866,9.06474069362547,66.54545454545455,275
14,30,70,25,1.5,3.0,392.8514980370371,2.6104028111776505,14.461194529577304,63.10679611650486,309
14,35,70,15,2.0,3.0,779.6603178990712,2.6101397086810647,16.183821683754786,59.23190546528804,677
10,30,65,20,2.0,3.0,307.1784360958784,2.607496853819609,9.573142719258106,65.17150395778364,379
14,30,70,20,2.0,2.5,545.9878710896666,2.6032153151731876,14.220547237104538,64.82758620689654,435
10,40,70,15,2.0,3.0,704.8746167268293,2.6022765992531682,11.952159682580467,61.51241534988713,886
14,35,65,25,1.5,2.5,292.84880871858235,2.5911750519466064,9.06474069362549,65.27777777777779,288
10,40,75,20,2.5,4.0,1007.4080257082171,2.5908530159991905,12.072433418151943,60.54519368723099,697
10,40,70,20,1.5,3.0,492.61888091718555,2.5902989222971224,9.416870096926397,59.94318181818182,704
14,35,65,15,2.0,2.5,485.152235714276,2.5902125910431013,14.401926689108052,62.64274061990211,613
10,35,70,15,1.5,2.5,555.0677117005386,2.588371899376348,15.755414200453318,59.31603773584906,848
18,40,65,15,2.5,4.0,1066.817144340095,2.587766387844095,25.02826149274391,62.70928462709284,657
18,30,70,25,2.0,4.0,643.4204437775654,2.5872583505691606,11.389765271865254,61.29032258064516,310
14,30,70,15,1.5,2.5,555.9771801832139,2.5849819665831397,14.683323931017704,58.132045088566834,621
14,35,70,25,2.0,3.0,425.03638919461014,2.583669940549508,10.90527812165803,64.7239263803681,326
18,40,70,15,1.5,3.0,1091.2454637626226,2.575117437824141,16.807136892007495,51.63551401869159,856
10,30,65,20,2.5,4.0,321.6462986576467,2.5698712127321226,9.990664989205204,66.39118457300276,363
10,40,65,15,2.5,3.0,529.8782634847416,2.5686108790490447,13.86842058890117,63.28320802005013,798
18,30,70,25,1.5,3.0,550.4591807056188,2.5678329684980543,14.602887551037561,58.87323943661972,355
14,35,75,20,1.5,3.0,1024.276936284994,2.5657720224144973,14.602887551037528,55.26315789473685,684
14,30,65,20,2.5,4.0,401.88031034930384,2.564538373284616,16.114693630441707,69.30091185410335,329
18,30,65,20,2.5,3.0,498.40420131435883,2.560877091205956,21.554429691864467,70.72368421052632,304
10,40,65,20,1.5,3.0,354.0009030426819,2.5594754093619616,10.325687662620584,61.94398682042833,607
14,35,70,15,1.5,2.5,625.6940260241299,2.5568855015107097,12.162080883863604,56.82119205298013,755
14,30,70,15,2.5,4.0,828.3329063217515,2.5563170549100653,17.557488672593642,64.24361493123773,509
10,30,70,15,2.0,3.0,534.1876855612427,2.553006603182756,15.345533435281009,62.32771822358346,653
18,30,70,15,1.5,3.0,762.7258720613327,2.5524554249310274,14.602887551037572,54.67889908256881,545
10,35,75,20,2.5,4.0,907.5733564372061,2.5520899380726014,17.45126589295226,61.850649350649356,616
18,35,65,25,2.0,3.0,413.130131262651,2.5487583017523128,11.389765271865274,66.78700361010831,277
18,35,65,20,2.0,2.5,542.8895993316531,2.54824859227784,14.220547237104558,64.38356164383562,438
14,30,65,25,1.5,4.0,262.85505629132916,2.5471346298959805,9.064740693625474,65.28925619834712,242
14,40,65,15,2.5,4.0,759.8125240630372,2.545631209102427,18.645769990329995,65.13249651324965,717
10,35,65,20,2.0,4.0,343.8210757124352,2.5434811558744395,9.066282171914953,62.55230125523013,478
14,30,70,15,2.0,3.0,646.3707214884931,2.542801654090788,14.30426494732567,60.431654676258994,556
18,40,65,15,1.5,2.5,688.6435656295307,2.542273918792985,16.80713689200746,56.94618272841051,799
18,40,65,25,1.5,2.5,367.9033195545011,2.5412115473608536,14.602887551037561,61.34453781512605,357
10,35,65,15,2.5,2.5,467.4037341471076,2.5345842833364105,18.455305934313436,63.00148588410104,673
14,30,65,25,2.0,4.0,273.79256089118667,2.533331180388667,9.064740693625462,67.94871794871796,234
10,35,70,15,2.5,4.0,726.6176758224203,2.528596064721969,20.621799306496733,64.83221476510067,745
18,40,70,20,2.5,4.0,1252.8322435613936,2.5283620343765114,21.554429691864488,60.373831775700936,535
10,30,75,20,1.5,2.5,512.2879846111537,2.525246401428077,14.46485917220906,56.535433070866134,635
10,35,70,20,1.5,4.0,437.2441341791066,2.5210823153781843,14.464836949517213,59.64052287581699,612
18,40,65,20,2.5,3.0,677.2091633846057,2.518303442108285,21.554429691864485,64.54918032786885,488
14,30,70,25,1.5,2.5,344.79805415752816,2.513986028651228,14.46119452957726,62.65822784810127,316
10,40,75,15,2.0,3.0,936.8315293589999,2.511291454744301,16.28053543368633,58.6096256684492,935
14,30,65,20,2.5,3.0,363.2037012504332,2.5106778645739833,16.114693630441707,68.9969604863222,329
14,30,65,25,2.0,3.0,267.6923137527405,2.5072162528313138,9.064740693625462,67.94871794871796,234
10,30,75,15,2.0,3.0,723.738476662676,2.501629632262285,14.710596410696287,59.891598915989164,738
18,30,65,25,2.0,3.0,360.4157138945646,2.4984063908705156,11.389765271865265,67.48971193415639,243
14,35,75,15,1.5,3.0,1114.2305277121966,2.490189947318312,16.80713689200748,53.08343409915357,827
10,35,75,15,1.5,2.5,708.3305527903374,2.4878254635380617,16.875453134865857,55.92515592515592,962
10,30,65,20,2.0,2.5,276.783260056392,2.48777792936933,9.573142719258076,64.90765171503958,379
14,30,65,15,2.0,3.0,394.8510110677998,2.485929759366232,14.879425131594958,62.31884057971014,483
14,30,65,25,1.5,3.0,249.2574945635337,2.483429114799471,9.064740693625474,64.87603305785123,242
18,30,70,15,2.0,4.0,854.3718434213423,2.478272465659967,11.389765271865295,56.80851063829787,470
14,30,70,25,2.0,3.0,373.46090197816994,2.4780609222869474,12.020878256086547,65.7439446366782,289
18,30,70,20,2.5,4.0,846.4147649820871,2.4779992780393263,21.55442969186447,63.46666666666667,375
18,30,65,20,2.0,2.5,422.2789663469445,2.4755272223757436,14.220547237104567,65.95744680851064,329
