rsi_period,oversold,overbought,min_adx,stop_loss_atr,take_profit_atr,total_return,sharpe_ratio,max_drawdown,win_rate,total_trades
10,35,65,20,2.0,3.0,321.0176772307658,2.473753129823221,9.066282171914935,62.55230125523013,478
18,35,70,20,2.0,3.0,837.475128801686,2.473173805505907,15.9162619918405,59.35727788279773,529
10,30,70,20,2.0,4.0,406.87741384486014,2.46902802781293,12.024624589760215,63.39869281045751,459
14,40,70,20,2.0,3.0,704.7980405642451,2.468409497671708,16.33211670209656,61.82108626198083,626
18,35,65,25,1.5,2.5,351.77467308815255,2.4681334631177827,14.602887551037592,64.35643564356435,303
10,40,70,20,2.0,4.0,494.7752772970902,2.4659427991676046,13.281257901613635,61.97836166924265,647
10,40,75,15,1.5,2.5,754.6562320851726,2.465870479867983,11.25180442724166,55.51366635249765,1061
14,35,75,15,2.0,4.0,1338.7920934567721,2.4596710524516445,17.42958340307402,54.25685425685426,693
14,35,65,25,2.0,2.5,274.8971634830131,2.458805955917995,9.06474069362547,65.81818181818181,275
14,35,70,25,2.0,2.5,372.6603424465575,2.4581170822687595,10.90527812165803,64.1566265060241,332
18,35,70,15,2.5,4.0,1215.1976193402436,2.457327727129821,22.008285915471422,59.85663082437276,558
14,40,70,20,2.5,4.0,833.0945796405182,2.4555295329651012,15.67582766721515,64.21052631578948,570
18,35,70,25,1.5,2.5,513.204267166053,2.4486686222770904,14.60288755103749,57.1764705882353,425
18,30,65,15,2.0,3.0,472.0200879010725,2.4471230405560638,14.220547237104537,62.4390243902439,410
14,30,75,25,1.5,4.0,703.4909827359793,2.446924204509385,14.60288755103753,55.92417061611374,422
14,40,65,20,2.5,4.0,520.1884823861346,2.4433810006995054,15.675827667215172,65.89147286821705,516
10,35,65,20,1.5,2.5,288.359312892652,2.44337091469611,8.79592324681985,60.71428571428571,504
14,35,70,20,2.5,3.0,574.0921774459738,2.440247611651723,15.67582766721515,66.52542372881356,472
14,40,65,20,2.0,2.5,443.58912491446097,2.438924476238803,15.59334720048146,64.0,550
18,35,70,15,1.5,2.5,774.9282087615596,2.437750548740566,14.602887551037538,53.835978835978835,756
18,30,65,25,1.5,2.5,311.44540007595367,2.4376669139329437,14.602887551037574,65.38461538461539,260
18,35,65,25,2.5,4.0,421.84220172660946,2.4366059404189473,21.55442969186449,69.88416988416989,259
14,35,75,20,2.0,4.0,1075.5249605321567,2.433982272478899,14.852780881576239,56.271186440677965,590
10,40,65,20,2.0,4.0,347.4122038012136,2.433151735637364,11.799162538550178,63.212435233160626,579
18,40,70,25,1.5,2.5,513.2763141857891,2.4324012669248614,14.602887551037533,54.52631578947369,475
14,30,70,25,2.0,2.5,350.7734507652721,2.4299987313185203,12.020878256086547,65.08474576271186,295
10,30,75,20,2.0,3.0,557.9618595956474,2.4288866502862034,14.792923498570362,59.44055944055944,572
14,30,75,20,1.5,3.0,808.3069856843222,2.4242417113657173,14.602887551037558,54.15282392026578,602
10,35,75,20,2.0,3.0,634.19562030883,2.4229544748187433,15.135163690520681,58.45921450151057,662
14,40,70,20,1.5,2.5,564.1515823794778,2.4213700064602373,9.416870096926381,58.88252148997135,698
14,30,65,25,2.0,2.5,248.35564025211082,2.418325238371088,9.064740693625462,67.09401709401709,234
14,30,70,20,2.5,3.0,541.8782714605077,2.404180410418471,17.294205973431538,68.5929648241206,398
18,40,70,15,2.5,4.0,1324.6988468290126,2.403189910623825,24.741223799166896,58.231707317073166,656
10,30,65,20,2.5,3.0,275.2271353753351,2.4029630606587977,9.990664989205193,66.39118457300276,363
18,35,70,25,2.5,4.0,668.9497905928799,2.4029307846997923,21.554429691864474,62.99694189602446,327
18,35,65,20,2.5,2.5,507.54332580006746,2.400885669517424,21.554429691864467,67.40196078431373,408
14,30,75,20,2.0,4.0,961.7803950550261,2.39979026071897,14.85278088157622,56.40535372848948,523
14,35,65,20,2.5,2.5,356.3634580631178,2.397071933083699,15.675827667215142,66.50366748166259,409
10,30,70,15,2.5,3.0,526.3284935697889,2.3951451101765104,20.88938127940389,65.26655896607431,619
14,30,65,25,1.5,2.5,231.27895237157497,2.393842360365195,9.064740693625474,64.0495867768595,242
18,40,65,25,2.0,3.0,391.77005880798043,2.392845144241423,14.633087369946743,64.02439024390245,328
14,30,65,20,2.5,2.5,326.9678906404009,2.39255649854153,16.114693630441707,68.38905775075987,329
14,35,70,20,2.0,2.5,475.54382619724186,2.3889127168340063,16.574410756832997,62.93436293436293,518
10,35,75,20,1.5,2.5,516.498065674441,2.387972344246009,14.464859172209046,55.407209612817084,749
18,40,70,25,2.5,4.0,713.1164623116746,2.3790544927605395,21.55442969186452,60.82191780821918,365
18,35,70,25,2.0,3.0,536.942674712684,2.3789203569264394,11.389765271865292,60.43956043956044,364
18,40,65,15,2.0,3.0,693.9205841699758,2.3783043655363985,17.80967043525604,59.69101123595506,712
18,40,65,25,2.5,4.0,437.4407338294165,2.3768336510142465,21.55442969186447,66.996699669967,303
14,40,65,20,2.5,3.0,462.2517111261604,2.3758400260085533,15.675827667215156,65.89147286821705,516
10,30,70,15,2.0,2.5,444.60448201848317,2.3747899379779516,15.345533435280942,61.92660550458715,654
10,30,70,20,1.5,3.0,323.73985666458725,2.373213944856953,14.464836949517206,59.83935742971887,498
10,40,75,20,2.0,3.0,661.263076686125,2.372652512543518,16.271682384483842,57.67690253671562,749
10,40,70,15,2.5,3.0,607.8782152175604,2.368568484360497,13.457928303551231,63.518299881936244,847
14,40,65,25,1.5,4.0,303.0195381072022,2.367394455933249,9.064740693625497,61.038961038961034,385
14,30,65,15,2.5,4.0,410.6728083632738,2.3629287984187557,16.254927430601096,64.98905908096279,457
14,40,70,15,2.5,4.0,967.2225503690399,2.3613883831430753,17.864219743576918,61.37281292059219,743
14,40,70,25,2.0,4.0,462.29719451686844,2.3606181663066392,10.905278121658037,60.48192771084337,415
10,40,70,20,2.5,4.0,489.07933013621755,2.360301079278083,12.072433418151947,64.6103896103896,616
18,30,65,25,2.5,4.0,360.3964345998824,2.359926150092159,21.554429691864467,70.92511013215858,227
10,35,70,20,2.0,4.0,422.64449439511037,2.3596950464099793,13.727870204634145,62.72401433691756,558
10,40,75,20,1.5,2.5,548.4492264660785,2.357883595390884,9.416870096926393,54.1371158392435,846
14,40,70,25,1.5,3.0,393.6843850917637,2.3576647547054224,9.416870096926399,57.98687089715536,457
14,35,70,25,2.5,4.0,405.83590442930546,2.3522971651315285,16.867743209430003,66.66666666666666,303
10,40,75,25,1.5,4.0,441.3003446814719,2.3503796611291934,9.416870096926376,55.55555555555556,585
10,35,70,20,1.5,3.0,369.3777606434356,2.3450997868350214,14.464836949517213,59.47712418300654,612
14,30,65,15,2.0,2.5,346.30642733632226,2.3442841012657265,14.879425131594953,61.904761904761905,483
18,30,65,15,2.5,4.0,510.6934143058996,2.3430154902679954,22.30574706032449,65.53524804177546,383
18,35,65,15,2.5,3.0,587.677484738978,2.340752381808157,22.30574706032452,65.16007532956685,531
18,30,65,20,2.5,2.5,397.23589072802787,2.3383052567498313,21.554429691864517,69.6078431372549,306
10,40,65,15,2.5,2.5,421.2252776890932,2.336531733418488,14.506220474257226,62.28070175438597,798
18,35,65,25,2.0,2.5,333.54968367723126,2.3333555123473846,11.389765271865256,66.07142857142857,280
14,35,65,15,2.5,2.5,410.0069143770238,2.332832663666191,16.936401518172183,63.931623931623925,585
18,40,70,20,1.5,2.5,656.4238622007022,2.3275891980158994,14.602887551037524,53.16455696202531,711
18,35,70,15,2.0,3.0,819.9728106050537,2.3245822271359473,15.916261991840495,56.9620253164557,632
10,35,65,20,2.5,4.0,308.8523796061341,2.3240678983205214,10.613797110480562,64.4880174291939,459
10,40,65,20,1.5,2.5,284.79179915273977,2.3229168176210684,10.325687662620584,61.12026359143328,607
10,35,70,15,2.5,3.0,571.4855008063463,2.320623577725753,20.62179930649673,64.42953020134227,745
10,30,65,20,2.5,2.5,256.2773893605084,2.3192015395785273,9.990664989205193,66.11570247933885,363
14,40,75,15,2.0,4.0,1314.7772267999887,2.3165191097054856,17.38046332510726,53.12101910828025,785
10,35,75,15,2.5,3.0,803.9740222075784,2.315395014161415,18.640794275494688,61.375,800
18,30,70,20,2.0,3.0,592.4396946833755,2.3131106757723887,14.220547237104537,60.141509433962256,424
18,35,65,15,2.0,2.5,518.5032217276179,2.3105182538285494,14.220547237104572,61.03448275862069,580
14,40,65,15,2.0,2.5,483.9046385226907,2.3078590918297683,15.593347200481475,62.335958005249346,762
14,35,75,25,1.5,3.0,595.3722042929253,2.3046038914161873,14.602887551037558,55.69620253164557,474
14,40,70,15,2.0,3.0,733.7723099846418,2.3037486962668106,16.332116702096624,58.62913096695227,817
14,35,75,25,2.0,4.0,683.6695239115315,2.3013497198078934,16.181375905462126,57.21153846153846,416
10,35,70,15,2.0,2.5,472.5694473094716,2.3008669457276802,15.059200076433289,61.33162612035852,781
10,30,75,15,2.5,3.0,682.4119484375856,2.3008165534432137,19.57326229139891,62.882096069869,687
14,40,75,20,2.0,4.0,1097.013769977449,2.2930576398297835,14.852780881576223,54.55861070911722,691
10,30,70,20,2.5,4.0,396.70153512871093,2.292908245742755,17.451244446151996,66.51270207852194,433
14,30,70,15,2.0,2.5,480.965821700212,2.2891124982038824,14.304264947325649,59.9644128113879,562
14,40,65,15,2.5,3.0,538.8582840886717,2.2885871291468116,18.645769990329942,64.48467966573817,718
18,40,65,20,2.0,2.5,495.52950512113784,2.2867045817837366,14.634406815018444,61.247637051039696,529
18,35,65,25,2.5,3.0,353.5023191824343,2.286049349971193,21.554429691864478,70.11494252873564,261
14,30,75,15,2.0,4.0,982.9372512702333,2.2835595248672185,17.42958340307398,54.31893687707641,602
18,30,70,25,1.5,2.5,396.83762428533754,2.2829048103044847,14.602887551037552,58.24175824175825,364
10,35,75,20,2.5,3.0,641.5501431366657,2.27867384469853,17.451265892952232,61.22778675282714,619
18,30,65,25,2.0,2.5,290.60385434045384,2.2766047177673765,11.38976527186528,66.66666666666666,243
10,40,65,20,2.0,3.0,298.70429750483015,2.275903341012961,11.799162538550185,63.03972366148531,579
10,35,65,20,2.0,2.5,267.36294823270686,2.2734174184098848,9.066282171914905,61.92468619246861,478
10,30,75,20,2.5,3.0,553.2432038935603,2.2721094718523163,17.451265892952254,63.1578947368421,532
10,40,70,20,2.0,3.0,405.71726344015593,2.2719516971588742,13.28125790161361,61.82380216383307,647
10,35,75,25,1.5,4.0,367.5589564044608,2.271693789327809,14.464859172209046,57.03125,512
10,40,70,15,2.0,2.5,487.63681086923975,2.267961851701373,12.604149380717395,60.51743532058492,889
10,30,70,20,2.0,3.0,332.7887744342517,2.266826777700708,12.024624589760204,63.39869281045751,459
14,35,70,15,2.5,3.0,592.1722453891994,2.2634049341332294,21.5454344876188,62.0414673046252,627
18,30,70,15,1.5,2.5,532.0357053217575,2.2621393893805384,14.602887551037567,54.982206405693944,562
18,40,70,25,2.0,3.0,519.5729594112897,2.2560217815356474,14.944556810658224,57.94621026894865,409
10,40,70,20,1.5,2.5,350.6077030545375,2.251254046274733,9.416870096926393,58.92351274787535,706
18,40,65,25,2.5,3.0,349.3962823806745,2.2373262796401483,21.554429691864474,67.10097719869707,307
14,40,65,25,1.5,3.0,259.47978955352704,2.23467658655361,9.064740693625497,60.51948051948052,385
14,40,75,25,1.5,4.0,683.2472664260675,2.2338179231838886,15.221087193921075,52.44755244755245,572
10,35,65,20,2.5,3.0,281.4057211847689,2.233472829289089,10.613797110480533,64.4880174291939,459
10,35,70,20,2.0,3.0,370.9514810891055,2.232847226126642,13.727870204634126,62.72401433691756,558
14,35,65,25,2.5,4.0,246.46025947400565,2.2252778116622305,15.675827667215145,67.42424242424242,264
14,35,70,15,2.0,2.5,497.37172594997696,2.222372843915323,16.57441075683299,58.54014598540146,685
14,40,65,25,2.0,4.0,289.10671615271633,2.2222696341741863,9.175814064097246,62.290502793296085,358
10,30,70,20,1.5,2.5,282.21913292013585,2.221891059467341,14.464836949517206,59.519038076152306,499
10,40,65,20,2.5,4.0,319.68855179352136,2.2195811182888265,12.209613680020096,63.73429084380611,557
14,30,70,20,2.5,2.5,440.41861398802666,2.2120885630208362,17.294205973431513,68.07980049875312,401
18,35,70,20,2.5,3.0,688.6248144015914,2.20798013292407,21.5544296918645,61.20331950207469,482
10,30,70,15,2.5,2.5,433.0500285478446,2.2067180942160487,20.88938127940389,64.6774193548387,620
10,40,75,20,2.5,3.0,616.837143649727,2.2057992689301695,12.072433418151945,59.971509971509974,702
18,30,70,25,2.5,4.0,497.1900707877871,2.2031651777185703,21.554429691864488,63.50877192982456,285
18,30,65,25,2.5,3.0,300.0814288906843,2.2010844772948577,21.55442969186449,71.05263157894737,228
18,30,70,25,2.0,3.0,404.87145490682036,2.185243927960393,11.38976527186527,60.691823899371066,318
18,40,70,20,2.0,3.0,681.6411983694704,2.183667913141381,16.416122364660463,56.81444991789819,609
10,40,75,15,2.5,3.0,714.4361778484314,2.1753109696922053,12.632717105542405,60.27241770715096,881
10,30,75,15,2.0,2.5,494.6103602964475,2.171003415620844,15.312842181505271,59.73154362416108,745
14,35,65,25,2.5,3.0,234.09749405730742,2.169975754538886,15.675827667215145,67.42424242424242,264
18,40,65,20,2.5,2.5,469.1369163207567,2.168028484906652,21.55442969186448,63.28600405679513,493
14,30,65,15,2.5,3.0,315.85609443245863,2.1665854122183403,16.254927430601075,64.33260393873084,457
10,40,70,20,2.5,3.0,395.5011555214409,2.1612914570055084,12.07243341815195,64.44805194805194,616
14,35,70,25,2.5,3.0,325.09185635506947,2.152716964294831,16.867743209429946,66.88524590163935,305
10,30,75,20,2.0,2.5,409.1311603810938,2.1525409126280173,15.394587941120374,59.44540727902946,577
14,40,65,20,2.5,2.5,367.48749933221336,2.151941472721645,15.675827667215161,65.05791505791507,518
10,40,75,25,1.5,3.0,351.91863958346346,2.1502221968608026,9.416870096926376,54.93197278911565,588
14,35,75,15,2.5,4.0,1006.1658856132962,2.142409596999383,23.679500408962074,57.18849840255591,626
18,30,70,15,2.5,4.0,659.4597852118491,2.1421204458205643,22.008285915471408,59.76744186046512,430
14,30,75,25,2.0,4.0,551.7042509615209,2.1411407573117955,16.18137590546213,57.32984293193717,382
14,40,70,15,1.5,2.5,528.5271404760441,2.137730337244072,11.411939324220887,56.161395856052344,917
14,30,75,15,1.5,3.0,657.5943978088721,2.134826596752322,16.80713689200749,52.07756232686981,722
18,35,70,25,2.0,2.5,402.94454851656775,2.132853139659144,11.3897652718653,59.94694960212201,377
18,30,65,15,2.0,2.5,337.73717889179204,2.1321433419796887,14.220547237104519,61.59420289855072,414
18,35,70,20,2.0,2.5,532.9543964565179,2.1312704288704194,16.574410756832958,58.58951175406871,553
10,30,75,25,1.5,4.0,285.12508029419104,2.129019234286543,14.464859172209046,58.3732057416268,418
10,30,70,20,2.0,2.5,288.9015574539421,2.128917062745263,12.024624589760204,63.26086956521739,460
14,35,70,20,2.5,2.5,408.3907253961778,2.1253159709564446,15.675827667215136,65.6842105263158,475
14,40,70,25,1.5,2.5,304.31770772541756,2.125128359599176,9.416870096926392,57.93991416309014,466
14,30,70,15,2.5,3.0,479.17752057798657,2.124213274178223,18.65781712346933,63.42412451361867,514
10,35,75,15,2.0,2.5,526.3030644537637,2.1141619919735284,15.74332136345458,58.67287543655413,859
14,30,75,25,1.5,3.0,461.2872453433337,2.113217469965799,14.602887551037567,54.96535796766744,433
18,35,75,15,1.5,4.0,999.2046689648491,2.110522726593514,25.200769011983787,46.883468834688344,738
14,40,70,25,2.0,3.0,347.42824430833275,2.1085411118792026,14.577084174496502,60.28708133971292,418
14,40,75,20,1.5,3.0,712.334553491709,2.1085086255233687,14.97770070909324,51.98511166253101,806
18,40,70,15,1.5,2.5,601.4299135321842,2.1041961831388116,16.80713689200746,51.521984216459984,887
10,30,70,20,2.5,3.0,323.9776046617977,2.1011214762207255,17.451244446151982,66.51270207852194,433
18,30,70,20,2.0,2.5,433.5077240273204,2.090545842751072,14.654651807727465,59.77272727272728,440
10,35,70,20,2.5,4.0,376.5763732852702,2.088557143454689,17.451244446152,65.09433962264151,530
14,40,65,25,1.5,2.5,227.10872541935694,2.0881643343746483,9.064740693625458,60.259740259740255,385
18,30,70,20,2.5,3.0,508.47844275847433,2.086535948305592,21.554429691864488,63.020833333333336,384
18,35,65,25,2.5,2.5,286.5075498082773,2.0844835833981796,21.554429691864495,68.93939393939394,264
14,40,70,20,2.0,2.5,448.86690284568465,2.0839672805282357,16.987010446909665,61.224489795918366,637
14,35,75,20,2.5,4.0,781.8405211796027,2.081251039493623,21.554429691864467,59.056603773584904,530
18,40,65,25,2.0,2.5,286.73581763794334,2.079735162236258,14.633087369946743,62.61398176291794,329
14,30,70,25,2.5,4.0,320.262763697665,2.077302895066,18.17308383578282,67.91044776119402,268
14,40,70,20,2.5,3.0,509.26901351882464,2.07687405586842,15.675827667215145,63.541666666666664,576
14,40,65,25,2.0,3.0,246.50804239388955,2.071761597865444,14.577084174496513,62.01117318435754,358
10,35,65,20,2.5,2.5,241.48325955043956,2.0704761479331815,10.613797110480533,63.834422657952075,459
18,30,65,15,2.5,3.0,343.35511149159015,2.069820704715239,22.305747060324464,65.37467700258398,387
18,40,65,15,2.5,3.0,520.0592144454231,2.0639482866398193,25.634986474827148,62.01201201201201,666
10,35,70,20,1.5,2.5,279.41900373533895,2.0629035931750956,14.46483694951723,58.79478827361564,614
14,40,75,15,1.5,3.0,751.1190665480603,2.0527577659791216,16.807136892007506,50.95948827292111,938
18,35,70,25,2.5,3.0,438.78258947458625,2.0504296239292428,21.5544296918645,62.65060240963856,332
10,40,65,20,2.0,2.5,239.13774363877906,2.0488379838829203,11.799162538550192,62.17616580310881,579
10,40,70,25,1.5,4.0,237.55963882709946,2.0487735058113343,9.416870096926374,59.66386554621849,476
14,35,65,25,2.5,2.5,209.99523576999061,2.0474069446339693,15.675827667215145,66.66666666666666,264
18,40,70,25,2.5,3.0,457.2155046656311,2.045221979818571,21.554429691864485,60.97560975609756,369
10,40,65,20,2.5,3.0,267.0155391701019,2.044242785125939,12.209613680020114,63.55475763016158,557
10,40,65,25,1.5,4.0,166.38955677341983,2.0402155306063405,5.82787048229241,60.76923076923077,390
18,30,75,20,1.5,4.0,719.4547402551849,2.038848406206141,25.200769011983787,47.99270072992701,548
10,35,75,25,1.5,3.0,284.19433138477893,2.03583028953552,14.464859172208994,56.310679611650485,515
14,35,70,25,2.5,2.5,286.6799446780529,2.0281884226896842,16.86774320942996,66.12377850162866,307
14,30,65,25,2.5,4.0,192.5847662294891,2.021963663186343,15.675827667215133,69.19642857142857,224
14,30,65,25,2.5,3.0,192.5847662294891,2.021963663186343,15.675827667215133,69.19642857142857,224
14,30,75,20,2.5,4.0,707.6368483922149,2.0204256200022717,21.554429691864474,59.52890792291221,467
18,40,70,20,2.5,3.0,613.9157623811043,2.0195598636487775,21.554429691864474,59.92714025500911,549
18,35,75,20,1.5,4.0,825.8137314380563,2.0189808695780163,25.200769011983855,47.032640949554896,674
10,40,70,15,2.5,2.5,406.2220144603608,2.0151310776909215,14.09876786302378,62.23529411764706,850
18,35,65,15,2.5,2.5,408.2524889923971,2.0137298310093463,21.557926129838027,64.19294990723562,539
14,40,65,15,2.5,2.5,397.57060664253754,2.012809410026408,18.64576999032995,63.80027739251041,721
10,35,75,20,2.0,2.5,393.69146028879317,2.0055703144081694,16.877957771135858,57.82414307004471,671
18,40,65,25,2.5,2.5,280.14822295778004,2.0052153360240608,21.554429691864478,65.69579288025889,309
18,30,65,25,2.5,2.5,244.56384191338833,2.0035907205349175,21.55442969186449,69.73684210526315,228
18,30,70,15,2.0,3.0,459.2801961675275,1.9984967398950237,14.220547237104562,57.02479338842975,484
14,30,65,15,2.5,2.5,267.3829864692933,1.9979483345479514,16.254927430601107,63.97379912663755,458
10,40,75,15,2.0,2.5,499.0489702131294,1.9966687576719608,16.871695546755543,57.94491525423729,944
10,30,75,20,2.5,2.5,403.1818121509024,1.995798088579608,17.45126589295223,62.92134831460674,534
14,40,75,25,2.0,4.0,559.9568074844221,1.9858617168939798,16.13151328492227,54.07554671968191,503
14,40,75,20,2.5,4.0,826.1359090004908,1.9845862476451706,21.55442969186448,57.23577235772358,615
10,30,75,25,2.0,4.0,274.0387207753781,1.978778211842428,12.203881839604422,60.77922077922078,385
10,40,75,25,2.0,4.0,340.12642848081424,1.9749823754231168,10.905278121658032,57.79467680608364,526
10,35,70,20,2.5,3.0,329.3155923812564,1.9687751957080184,17.45124444615203,65.09433962264151,530
14,35,75,20,1.5,2.5,474.7373425212231,1.9684129243379838,14.602887551037547,54.68531468531469,715
14,35,75,25,1.5,2.5,386.11240576698015,1.9644499285226626,14.602887551037533,56.024096385542165,498
10,40,65,25,1.5,3.0,155.11782446716583,1.958925036563546,5.8278704822924015,60.256410256410255,390
18,30,70,25,2.0,2.5,308.7448751525301,1.9566847791380968,11.389765271865269,60.36585365853659,328
10,30,75,15,2.5,2.5,452.72381178645514,1.9566731056869027,20.589136356163216,62.42774566473989,692
10,30,70,20,2.5,2.5,279.469010039891,1.9562106383735798,17.451244446151982,66.12903225806451,434
10,40,70,20,2.0,2.5,288.72896701203916,1.9554841485155166,13.281257901613607,60.708782742681045,649
10,35,70,15,2.5,2.5,377.92486142956346,1.9539818762954093,20.62179930649673,63.186077643908966,747
14,40,75,15,2.5,4.0,898.4903729722157,1.948357481923256,23.679500408962063,55.92011412268189,701
14,35,75,15,1.5,2.5,540.0179932365223,1.9473080623017158,16.807136892007463,52.73573923166472,859
14,30,75,20,1.5,2.5,433.767986310275,1.9453072509417697,14.602887551037561,53.82165605095541,628
14,35,75,25,2.5,4.0,502.26794028299065,1.9424017428696965,21.554429691864485,59.523809523809526,378
10,35,70,20,2.0,2.5,273.35566272606485,1.9394951779668916,13.727870204634085,61.78571428571429,560
18,30,75,15,1.5,4.0,665.7681667406308,1.9289528467562542,25.200769011983898,47.217537942664414,593
14,40,70,25,2.5,4.0,334.0130329234085,1.927019586775615,16.86774320942998,62.30366492146597,382
14,30,65,25,2.5,2.5,176.12028251624957,1.9258564186977574,15.675827667215133,68.30357142857143,224
18,40,75,15,1.5,4.0,856.2209398546072,1.9232316661143585,27.131468433570603,43.89359129383313,827
18,40,65,15,2.0,2.5,408.9282163644785,1.9180492671411682,17.018573971791458,58.64453665283541,723
18,30,75,25,1.5,4.0,550.1193314134941,1.9169221073383425,25.20076901198381,48.46491228070175,456
18,35,70,15,2.5,3.0,554.3778335058722,1.9160767113872434,22.00828591547143,59.30434782608695,575
14,30,70,25,2.5,3.0,264.86866978627774,1.9139888629229722,18.17308383578282,68.02973977695167,269
10,35,75,25,2.0,4.0,291.1936073644416,1.913438644740028,12.024647446437909,58.658008658008654,462
14,30,75,15,2.5,4.0,698.2317615046317,1.9116751545062562,23.679500408962127,57.4585635359116,543
10,30,75,25,1.5,3.0,228.17220221512292,1.9042180773841135,14.464859172209046,57.85714285714286,420
18,40,70,25,2.0,2.5,341.8310453181284,1.9009692759962933,14.944556810658213,56.872037914691944,422
10,40,75,20,2.0,2.5,379.48520205502217,1.9008373010767754,16.862905010728266,56.76392572944297,754
18,35,70,15,2.0,2.5,467.9729485275486,1.8984800974588705,16.574410756832997,56.278366111951584,661
18,35,75,25,1.5,4.0,594.4718751755871,1.898262600983321,25.200769011983787,48.05194805194805,539
14,35,75,20,2.0,3.0,523.8198117119155,1.8981297212064634,20.0936427136994,56.372549019607845,612
18,35,75,15,2.0,4.0,828.9177616102766,1.8980604992971366,20.669400663388014,49.673202614379086,612
18,40,70,15,2.0,3.0,557.8128571275352,1.897987200640895,16.95546694574711,54.13333333333333,750
14,35,70,15,2.5,2.5,386.88647515767224,1.8953381453339782,21.886480475974263,61.137440758293835,633
14,30,70,15,2.5,2.5,364.99392569272555,1.8876906235310276,19.200373681094206,63.005780346820806,519
14,35,75,25,2.0,3.0,398.8794590813276,1.8819908380920483,16.1813759054622,57.242990654205606,428
14,40,70,25,2.0,2.5,266.9579343655526,1.8817357620754445,14.609023194014506,60.0,425
10,30,65,25,1.5,4.0,128.71263734478194,1.8788464311118778,10.241947521941176,59.84251968503938,254
10,40,70,25,1.5,3.0,201.5370013837374,1.8784477758329967,9.416870096926374,59.03361344537815,476
10,35,70,25,1.5,4.0,191.05048353919943,1.8654776628015681,14.464836949517206,59.036144578313255,415
10,40,75,25,2.5,4.0,340.70138203232216,1.8631686042872375,12.072433418151954,60.86065573770492,488
18,30,70,25,2.5,3.0,330.43586832556485,1.8627631950960255,21.554429691864506,63.32179930795848,289
18,40,75,25,1.5,4.0,608.2374521480522,1.860558963917122,25.200769011983827,46.2457337883959,586
14,40,70,15,2.0,2.5,422.25919764510513,1.8578306254832635,16.987010446909682,57.850241545893724,828
10,35,65,25,1.5,4.0,143.7927413449281,1.8577176557516248,8.544572558372247,59.411764705882355,340
10,40,75,25,1.5,2.5,257.4428618748459,1.8573897503612624,9.41687009692639,54.18060200668896,598
10,40,65,20,2.5,2.5,220.32944109670413,1.8571383702435165,12.209613680020114,62.65709156193896,557
10,35,75,20,2.5,2.5,385.74568971411514,1.8541017886200999,17.451265892952254,60.09615384615385,624
18,40,75,20,1.5,4.0,733.1440542672924,1.852804117870564,25.20076901198379,44.44444444444444,747
14,40,65,25,2.0,2.5,197.7091503234429,1.8439739738354008,14.609023194014506,61.55988857938719,359
10,30,75,25,2.5,4.0,282.3047418613785,1.839183103097726,18.807874209224455,64.87252124645893,353
10,40,65,25,2.0,4.0,149.39057250569786,1.8348610301508508,6.084294735529105,62.22826086956522,368
14,40,75,25,1.5,3.0,393.9403138571088,1.8332476277808385,15.221087193921049,51.53061224489795,588
10,40,70,20,2.5,2.5,273.06586655105167,1.8260789584618646,12.072433418151965,62.944983818770226,618
14,30,75,20,2.0,3.0,454.9897192972049,1.824341125569103,18.486717482647258,55.94795539033457,538
18,30,75,20,2.0,4.0,601.3658296052068,1.823021023875902,21.40582715257328,50.21459227467812,466
14,30,70,25,2.5,2.5,239.89351001655498,1.8223792821647824,18.17308383578282,66.91176470588235,272
18,35,75,20,2.0,4.0,693.5035045372034,1.8176990890645435,20.963391077130485,49.293286219081274,566
14,30,75,25,1.5,2.5,312.56131876916123,1.8174296239108434,15.616378509559055,55.50660792951542,454
18,30,65,15,2.5,2.5,261.5027586984247,1.815199202190979,21.557926129837995,64.35897435897436,390
10,30,75,25,2.0,3.0,228.9190254326178,1.8071340983978765,12.203881839604424,60.880829015544045,386
10,40,70,25,2.5,4.0,219.69481533650196,1.8020072459412813,12.137227811870815,64.33734939759036,415
10,40,65,25,1.5,2.5,133.4405209219789,1.797344063759726,5.827870482292416,59.48717948717949,390
10,40,70,25,2.0,4.0,201.49617003176598,1.7972729032038526,12.561237828962454,60.91954022988506,435
14,40,70,15,2.5,3.0,442.34325670314297,1.7931051000774232,24.185443606389377,60.61007957559682,754
14,35,75,15,2.0,3.0,516.9249475779621,1.7917842316908743,21.259702203705505,54.1838134430727,729
14,40,65,25,2.5,4.0,211.81655421416656,1.789857486736053,15.67582766721516,64.20118343195266,338
10,35,75,25,2.5,4.0,302.6642641297128,1.7875514409017599,17.451265892952236,62.004662004662,429
14,40,65,25,2.5,3.0,201.22942218816004,1.7874797293645301,15.67582766721515,64.20118343195266,338
10,35,75,15,2.5,2.5,411.6784418305155,1.782743313572767,18.998272566530794,60.148514851485146,808
10,40,75,20,2.5,2.5,361.7127460532503,1.773332972596111,12.072433418151936,58.640226628895185,706
10,30,75,25,1.5,2.5,196.95581694502232,1.7694505884190879,14.464859172209078,57.61124121779859,427
10,35,65,25,1.5,3.0,131.71897662714233,1.7636190506403568,8.544572558372247,59.11764705882353,340
18,35,70,20,2.5,2.5,389.3437411939323,1.76262629795538,21.55442969186448,60.44176706827309,498
