,0
Start,2022-01-01 00:00:00+00:00
End,2026-02-07 09:00:00+00:00
Total Return [%],-97.01654949669386
Max Drawdown [%],97.2948188036571
Sharpe Ratio,-2.7087760240151177
Win Rate [%],48.646288209606986
Total Trades,1145
