create_time,symbol,sum_open_interest,sum_open_interest_value,count_toptrader_long_short_ratio,sum_toptrader_long_short_ratio,count_long_short_ratio,sum_taker_long_short_vol_ratio
2022-04-14 00:00:00,XRPUSDT,225197673.7,162772878.55036,,,4.233015677835843,
2022-04-14 00:05:00,XRPUSDT,225063758.8,162608565.733,,,4.2294099569760295,
2022-04-14 00:10:00,XRPUSDT,224982295.8,162636923.10246688,,,4.226365868631062,
2022-04-14 00:15:00,XRPUSDT,224876020.1,162540387.32828,,,4.224643240754949,
2022-04-14 00:20:00,XRPUSDT,224800000.4,162397264.7369631,,,4.216518541219736,
2022-04-14 00:25:00,XRPUSDT,224972773.1,162587823.11937,,,4.1934746150327795,
2022-04-14 00:30:00,XRPUSDT,225069891.9,163040629.69236,,,4.193017228236012,
2022-04-14 00:35:00,XRPUSDT,225075702.3,163269914.44842,,,4.2104457037831216,
2022-04-14 00:40:00,XRPUSDT,225279596.4,163376863.39793447,,,4.198320610687023,
2022-04-14 00:45:00,XRPUSDT,225330188.9,163409452.99028,,,4.198016781083143,
2022-04-14 00:50:00,XRPUSDT,224756022.6,163358797.3321754,,,4.163088168113294,
2022-04-14 00:55:00,XRPUSDT,224804466.4,163657651.5392,,,4.16826557027562,
2022-04-14 01:00:00,XRPUSDT,224823380.9,164014058.87239304,,,4.121914281387248,
2022-04-14 01:05:00,XRPUSDT,225282649.9,164326006.16120636,,,4.161840902163974,
2022-04-14 01:10:00,XRPUSDT,225461405.1,164316272.03688,,,4.154818084944436,
2022-04-14 01:15:00,XRPUSDT,225045643.9,163880888.92566514,,,4.153518123667378,
2022-04-14 01:20:00,XRPUSDT,224955923.5,164167341.79620737,,,4.150747635032041,
2022-04-14 01:25:00,XRPUSDT,225136469.2,164394649.80984,,,4.149237804878049,
2022-04-14 01:30:00,XRPUSDT,225256231.8,164797459.18488,,,4.156817834783936,
2022-04-14 01:35:00,XRPUSDT,225214648.2,164839535.47052208,,,4.154856444715944,
2022-04-14 01:40:00,XRPUSDT,225322547.6,164575588.76704,,,4.132319391634981,
2022-04-14 01:45:00,XRPUSDT,225501928.3,164961479.72976178,,,4.137595129375951,
2022-04-14 01:50:00,XRPUSDT,225745659.0,165426418.9152,,,4.148780487804878,
2022-04-14 01:55:00,XRPUSDT,225671849.9,165543228.38521227,,,4.140439158279963,
2022-04-14 02:00:00,XRPUSDT,225773944.4,165830962.1618,,,4.136612854096863,
2022-04-14 02:05:00,XRPUSDT,225817525.6,166066208.32624,,,4.136779505946935,
2022-04-14 02:10:00,XRPUSDT,226207993.4,166466462.34306,,,4.112864077669903,
2022-04-14 02:15:00,XRPUSDT,226612116.2,166921687.11827096,,,4.122040072859745,
2022-04-14 02:20:00,XRPUSDT,227266856.3,168057424.49049667,,,4.015131086142322,
2022-04-14 02:25:00,XRPUSDT,226815330.1,167026809.08564,,,3.990004475607937,
2022-04-14 02:30:00,XRPUSDT,226294404.6,166462164.02376,,,3.972478429038977,
2022-04-14 02:35:00,XRPUSDT,225699273.0,165686980.6046141,,,3.9687639446675593,
2022-04-14 02:40:00,XRPUSDT,225562084.9,165494901.69113,,,3.980468167586104,
2022-04-14 02:45:00,XRPUSDT,225381464.4,165249689.69808,,,3.987166094612745,
2022-04-14 02:50:00,XRPUSDT,225551612.9,165374442.57828,,,3.970706319702602,
2022-04-14 02:55:00,XRPUSDT,225630931.8,165751183.30253366,,,3.967923967923968,
2022-04-14 03:00:00,XRPUSDT,225620903.4,165808801.90866,,,3.9697149643705463,
2022-04-14 03:05:00,XRPUSDT,225530259.6,165606869.62428,,,3.9789035804486703,
2022-04-14 03:10:00,XRPUSDT,225340689.3,165377531.87727,,,3.9472205795387345,
2022-04-14 03:15:00,XRPUSDT,225395569.5,165524760.90773344,,,3.9327830188679247,
2022-04-14 03:20:00,XRPUSDT,225365068.9,165419644.04966468,,,3.939040590405904,
2022-04-14 03:25:00,XRPUSDT,225068689.1,165225652.5008219,,,3.942827596395331,
2022-04-14 03:30:00,XRPUSDT,224946466.9,164908254.88439,,,3.929160530191458,
2022-04-14 03:35:00,XRPUSDT,224903263.4,164923632.1612433,,,3.9240953221535744,
2022-04-14 03:40:00,XRPUSDT,224839370.9,164833191.8427396,,,3.9145625366999415,
2022-04-14 03:45:00,XRPUSDT,224794293.7,164841655.57021,,,3.9069733372399646,
2022-04-14 03:50:00,XRPUSDT,224959652.8,165385601.33786857,,,3.891532846715328,
2022-04-14 03:55:00,XRPUSDT,225262983.1,165580465.7901067,,,3.88062308924152,
2022-04-14 04:00:00,XRPUSDT,225177217.4,165762100.93025514,,,3.901505187783136,
2022-04-14 04:05:00,XRPUSDT,225487522.7,166702925.53211,,,3.8858307849133538,
2022-04-14 04:10:00,XRPUSDT,225374771.0,166619568.2003,,,3.890962099125365,
2022-04-14 04:15:00,XRPUSDT,225571469.8,166748651.7372971,,,3.886962855061909,
2022-04-14 04:20:00,XRPUSDT,225797634.1,166977350.41695,,,3.8721891774263746,
2022-04-14 04:25:00,XRPUSDT,226906410.6,167298096.53538,,,3.902381996200497,
2022-04-14 04:30:00,XRPUSDT,226785424.5,167163536.39895,,,3.892096821230679,
2022-04-14 04:35:00,XRPUSDT,226701656.9,166876363.70740178,,,3.900803506208911,
2022-04-14 04:40:00,XRPUSDT,227153025.9,167139196.45722,,,3.9003797838153664,
2022-04-14 04:45:00,XRPUSDT,227054378.4,166869757.751191,,,3.877473806752038,
2022-04-14 04:50:00,XRPUSDT,226929357.3,166861156.42269,,,3.8864100320793233,
2022-04-14 04:55:00,XRPUSDT,226862093.7,167174676.84753,,,3.879079254079254,
2022-04-14 05:00:00,XRPUSDT,226965590.2,167364426.21348,,,3.876562954347194,
2022-04-14 05:05:00,XRPUSDT,226855244.2,166965459.7312,,,3.889147851420247,
2022-04-14 05:10:00,XRPUSDT,226915707.5,167055343.8615,,,3.8747096399535423,
2022-04-14 05:15:00,XRPUSDT,226944657.0,167284887.28398377,,,3.878721859114016,
2022-04-14 05:20:00,XRPUSDT,226874390.3,167024926.13886,,,3.872334252139852,
2022-04-14 05:25:00,XRPUSDT,226888295.7,167284740.41961,,,3.8816516429194534,
2022-04-14 05:30:00,XRPUSDT,226838297.6,167247876.82048,,,3.873078038874384,
2022-04-14 05:35:00,XRPUSDT,226713449.5,166974455.55675,,,3.866975800608607,
2022-04-14 05:40:00,XRPUSDT,226657308.9,167001105.19752,,,3.8605122268846768,
2022-04-14 05:45:00,XRPUSDT,226632482.0,166872730.54211813,,,3.854768786127168,
2022-04-14 05:50:00,XRPUSDT,226634014.3,166757307.72194,,,3.8435472242249458,
2022-04-14 05:55:00,XRPUSDT,226543354.3,166577328.41679,,,3.84149855907781,
2022-04-14 06:00:00,XRPUSDT,226682073.2,166996683.32644,,,3.8236981781666906,
2022-04-14 06:05:00,XRPUSDT,226707415.1,167174047.89474,,,3.8427645788336937,
2022-04-14 06:10:00,XRPUSDT,226802385.2,166942438.47823554,,,3.8269975613254914,
