Entry Time,Exit Time,Entry Price,Exit Price,PnL,Return [%],Duration,Status
2022-01-02 08:00:00+00:00,2022-01-02 15:00:00+00:00,3744.367839688879,3751.3851539480893,-27.063143235317824,-0.27,0 days 07:00:00,Closed
2022-01-02 17:00:00+00:00,2022-01-03 03:00:00+00:00,3836.0900217544604,3797.669171710684,95.07212511069517,0.92,0 days 10:00:00,Closed
2022-01-03 03:00:00+00:00,2022-01-03 12:00:00+00:00,3797.328857,3826.25178,68.57198595868655,0.68,0 days 09:00:00,Closed
2022-01-03 16:00:00+00:00,2022-01-03 20:00:00+00:00,3783.4246869999997,3736.3287649999997,-134.18488093220924,-1.32,0 days 04:00:00,Closed
2022-01-03 22:00:00+00:00,2022-01-04 07:00:00+00:00,3722.696474,3750.414538,66.41652110506205,0.66,0 days 09:00:00,Closed
2022-01-04 07:00:00+00:00,2022-01-04 10:00:00+00:00,3750.414538,3766.4388502986444,-51.113494188189556,-0.51,0 days 03:00:00,Closed
2022-01-04 12:00:00+00:00,2022-01-04 13:00:00+00:00,3835.0391429999995,3831.959243,0.03421059066875731,0.0,0 days 01:00:00,Closed
2022-01-04 15:00:00+00:00,2022-01-04 18:00:00+00:00,3872.7689188533,3839.097085064586,80.07063604796917,0.79,0 days 03:00:00,Closed
2022-01-04 20:00:00+00:00,2022-01-05 00:00:00+00:00,3810.877017274519,3787.0287315662954,55.408759360860415,0.55,0 days 04:00:00,Closed
2022-01-05 10:00:00+00:00,2022-01-05 14:00:00+00:00,3834.4338860574585,3803.411191782564,74.3760377416046,0.73,0 days 04:00:00,Closed
2022-01-05 16:00:00+00:00,2022-01-05 18:00:00+00:00,3817.7374697196783,3772.8715219999995,113.54575820884605,1.1,0 days 02:00:00,Closed
2022-01-06 20:00:00+00:00,2022-01-07 03:00:00+00:00,3441.1019520881205,3362.6237941474474,238.54112002215328,2.2,0 days 07:00:00,Closed
2022-01-08 02:00:00+00:00,2022-01-08 15:00:00+00:00,3215.6013314760094,3178.0866595489656,119.15445267862486,1.09,0 days 13:00:00,Closed
2022-01-09 04:00:00+00:00,2022-01-10 07:00:00+00:00,3118.781033333916,3160.5234261162495,-167.71361985492356,-1.42,1 days 03:00:00,Closed
2022-01-11 04:00:00+00:00,2022-01-11 16:00:00+00:00,3116.42602972471,3132.495645969284,-65.45294663001837,-0.6,0 days 12:00:00,Closed
2022-01-11 18:00:00+00:00,2022-01-12 12:00:00+00:00,3229.0672044789203,3269.779137518444,-145.20940133172778,-1.34,0 days 18:00:00,Closed
2022-01-12 14:00:00+00:00,2022-01-13 03:00:00+00:00,3365.384339097274,3336.3759276848064,84.37713261780397,0.78,0 days 13:00:00,Closed
2022-01-13 03:00:00+00:00,2022-01-13 13:00:00+00:00,3335.390317,3364.650302,82.88370580588403,0.8,0 days 10:00:00,Closed
2022-01-13 15:00:00+00:00,2022-01-13 19:00:00+00:00,3378.1420652094353,3271.456986479659,342.61792967431893,3.08,0 days 04:00:00,Closed
2022-01-14 19:00:00+00:00,2022-01-14 21:00:00+00:00,3291.6772069999997,3300.7194870000003,21.066471652723788,0.19,0 days 02:00:00,Closed
2022-01-15 12:00:00+00:00,2022-01-15 13:00:00+00:00,3316.014897,3281.724222,103.54624434065624,0.95,0 days 01:00:00,Closed
2022-01-15 15:00:00+00:00,2022-01-15 16:00:00+00:00,3339.4515349999997,3359.5418350000004,57.092320604069066,0.52,0 days 01:00:00,Closed
2022-01-16 02:00:00+00:00,2022-01-16 16:00:00+00:00,3320.115735999999,3344.324559074621,71.42461702292458,0.65,0 days 14:00:00,Closed
2022-01-17 03:00:00+00:00,2022-01-17 16:00:00+00:00,3325.007203,3234.439377,-310.5174236021589,-2.8,0 days 13:00:00,Closed
2022-01-17 18:00:00+00:00,2022-01-17 21:00:00+00:00,3206.841764,3206.2478370000003,-10.608530901276296,-0.1,0 days 03:00:00,Closed
2022-01-17 23:00:00+00:00,2022-01-18 08:00:00+00:00,3192.9575999999997,3184.74429,-36.26846626757645,-0.34,0 days 09:00:00,Closed
2022-01-18 10:00:00+00:00,2022-01-18 13:00:00+00:00,3165.1492599999997,3161.0414029999997,-22.487010586809017,-0.21,0 days 03:00:00,Closed
2022-01-18 15:00:00+00:00,2022-01-19 02:00:00+00:00,3119.3967136929664,3165.1610585804765,148.6596107948415,1.39,0 days 11:00:00,Closed
2022-01-19 02:00:00+00:00,2022-01-19 03:00:00+00:00,3169.24894,3158.087142,29.5555772994287,0.27,0 days 01:00:00,Closed
2022-01-19 05:00:00+00:00,2022-01-19 08:00:00+00:00,3098.566461462632,3060.907754365474,123.9643445180833,1.14,0 days 03:00:00,Closed
2022-01-19 14:00:00+00:00,2022-01-19 15:00:00+00:00,3123.0366299999996,3155.902945,106.92907445602962,0.97,0 days 01:00:00,Closed
2022-01-19 17:00:00+00:00,2022-01-20 14:00:00+00:00,3098.807270210789,3177.393026644308,-313.0209208821997,-2.62,0 days 21:00:00,Closed
2022-01-20 16:00:00+00:00,2022-01-20 21:00:00+00:00,3258.491228404217,3194.800791743679,209.10844590563974,1.88,0 days 05:00:00,Closed
2022-01-20 23:00:00+00:00,2022-01-21 00:00:00+00:00,3058.212261,3000.8199759999998,197.81371388448287,1.8,0 days 01:00:00,Closed
2022-01-23 06:00:00+00:00,2022-01-23 19:00:00+00:00,2464.82617727263,2419.662155359634,215.3109662301311,1.75,0 days 13:00:00,Closed
2022-01-23 23:00:00+00:00,2022-01-24 01:00:00+00:00,2444.7332,2488.483231,195.10476067045468,1.71,0 days 02:00:00,Closed
2022-01-24 03:00:00+00:00,2022-01-24 07:00:00+00:00,2435.680485,2433.139839,-21.397840095356173,-0.18,0 days 04:00:00,Closed
2022-01-24 09:00:00+00:00,2022-01-24 10:00:00+00:00,2383.7048969999996,2333.779656,-251.94149971779075,-2.17,0 days 01:00:00,Closed
2022-01-24 12:00:00+00:00,2022-01-24 20:00:00+00:00,2238.691820180762,2324.642976182721,426.71574214078834,3.76,0 days 08:00:00,Closed
