open_time,strategy,buyhold
2019-11-27 07:00:00+00:00,10000.0,10000.0
2019-11-27 08:00:00+00:00,10000.0,9530.293701730863
2019-11-27 09:00:00+00:00,10000.0,9425.645057060676
2019-11-27 10:00:00+00:00,10000.0,9767.58106459735
2019-11-27 11:00:00+00:00,10000.0,10075.545406088233
2019-11-27 12:00:00+00:00,10000.0,10162.439599867463
2019-11-27 13:00:00+00:00,10000.0,10209.073238006678
2019-11-27 14:00:00+00:00,10000.0,10167.220543588446
2019-11-27 15:00:00+00:00,10000.0,10325.52235180328
2019-11-27 16:00:00+00:00,10000.0,10511.948131237432
2019-11-27 17:00:00+00:00,10000.0,10603.732513503488
2019-11-27 18:00:00+00:00,10000.0,10542.010170875194
2019-11-27 19:00:00+00:00,10000.0,10622.390370891051
2019-11-27 20:00:00+00:00,10000.0,10590.939748418084
2019-11-27 21:00:00+00:00,10000.0,10588.61286912765
2019-11-27 22:00:00+00:00,10000.0,10546.888851366411
2019-11-27 23:00:00+00:00,10000.0,10535.881884736777
2019-11-28 00:00:00+00:00,10000.0,10628.974100945903
2019-11-28 01:00:00+00:00,10000.0,10331.300575970794
2019-11-28 02:00:00+00:00,10000.0,10474.861476035361
2019-11-28 03:00:00+00:00,10000.0,10504.861996539372
2019-11-28 04:00:00+00:00,10000.0,10476.000937256225
2019-11-28 05:00:00+00:00,10000.0,10445.95671777947
2019-11-28 06:00:00+00:00,10000.0,10520.024425685533
2019-11-28 07:00:00+00:00,10000.0,10508.4220854553
2019-11-28 08:00:00+00:00,10000.0,10544.020771028047
2019-11-28 09:00:00+00:00,9993.787266598976,10524.458660319046
2019-11-28 10:00:00+00:00,9974.924910073532,10456.449959361134
2019-11-28 11:00:00+00:00,9975.696703144768,10478.50377627646
2019-11-28 12:00:00+00:00,9951.990679758466,10420.068995234924
2019-11-28 13:00:00+00:00,9958.497693755604,10440.004069024824
2019-11-28 14:00:00+00:00,9960.952794128756,10436.4511245572
2019-11-28 15:00:00+00:00,10063.228682844507,10652.089170664452
2019-11-28 16:00:00+00:00,10059.020157156801,10640.709885645978
2019-11-28 17:00:00+00:00,10059.020157156801,10615.201746151832
2019-11-28 18:00:00+00:00,10059.020157156801,10608.70782897167
2019-11-28 19:00:00+00:00,10059.020157156801,10640.2354669396
2019-11-28 20:00:00+00:00,10059.020157156801,10556.134796558747
2019-11-28 21:00:00+00:00,10059.020157156801,10539.041871459804
2019-11-28 22:00:00+00:00,10059.020157156801,10362.76055568849
2019-11-28 23:00:00+00:00,10059.020157156801,10401.631681668472
2019-11-29 00:00:00+00:00,10059.020157156801,10491.783247511086
2019-11-29 01:00:00+00:00,10059.020157156801,10476.275908598449
2019-11-29 02:00:00+00:00,10059.020157156801,10465.633605972474
2019-11-29 03:00:00+00:00,10059.020157156801,10506.529996183617
2019-11-29 04:00:00+00:00,10045.658868785324,10489.95678595202
2019-11-29 05:00:00+00:00,10039.248324694481,10467.144755432046
2019-11-29 06:00:00+00:00,10045.699399095698,10485.889659335216
2019-11-29 07:00:00+00:00,10070.274277285876,10534.923713831104
2019-11-29 08:00:00+00:00,10066.261776558837,10519.076098209653
2019-11-29 09:00:00+00:00,10062.729501914664,10638.169015126336
2019-11-29 10:00:00+00:00,10062.729501914664,10604.054257981641
2019-11-29 11:00:00+00:00,10062.729501914664,10566.206608273918
2019-11-29 12:00:00+00:00,10062.729501914664,10665.680610325027
2019-11-29 13:00:00+00:00,10062.729501914664,10814.975968206774
2019-11-29 14:00:00+00:00,10062.729501914664,10828.13185294328
2019-11-29 15:00:00+00:00,10062.729501914664,10887.643705495284
2019-11-29 16:00:00+00:00,10062.729501914664,10778.419823798002
2019-11-29 17:00:00+00:00,10062.729501914664,10781.01434239151
2019-11-29 18:00:00+00:00,10062.729501914664,10766.597194715094
2019-11-29 19:00:00+00:00,10062.729501914664,10733.67447415571
2019-11-29 20:00:00+00:00,10062.729501914664,10742.082678857789
2019-11-29 21:00:00+00:00,10062.729501914664,10651.483780585137
2019-11-29 22:00:00+00:00,10062.729501914664,10719.96671265858
2019-11-29 23:00:00+00:00,10062.729501914664,10763.302690812803
2019-11-30 00:00:00+00:00,10062.729501914664,10778.25345252956
2019-11-30 01:00:00+00:00,10062.729501914664,10758.752201720325
2019-11-30 02:00:00+00:00,10062.729501914664,10732.530889814061
2019-11-30 03:00:00+00:00,10062.729501914664,10743.977212142523
2019-11-30 04:00:00+00:00,10062.729501914664,10721.081801126518
2019-11-30 05:00:00+00:00,10062.729501914664,10754.447288435867
2019-11-30 06:00:00+00:00,10062.729501914664,10742.970723748369
2019-11-30 07:00:00+00:00,10062.729501914664,10776.069659005985
2019-11-30 08:00:00+00:00,10062.729501914664,10744.064258658133
2019-11-30 09:00:00+00:00,10062.729501914664,10714.845035127573
2019-11-30 10:00:00+00:00,10062.729501914664,10718.376103690993
2019-11-30 11:00:00+00:00,10062.729501914664,10645.634896713838
2019-11-30 12:00:00+00:00,10062.729501914664,10679.710857453814
2019-11-30 13:00:00+00:00,10028.390977399804,10623.680346379371
2019-11-30 14:00:00+00:00,10024.871707122542,10536.384948613973
2019-11-30 15:00:00+00:00,10024.871707122542,10520.266792575188
2019-11-30 16:00:00+00:00,10058.003526341734,10582.135886989921
2019-11-30 17:00:00+00:00,10054.470189328687,10451.82252215128
2019-11-30 18:00:00+00:00,10054.470189328687,10431.73979691444
2019-11-30 19:00:00+00:00,10070.58287307189,10464.991151431845
2019-11-30 20:00:00+00:00,10068.143647266616,10473.395233013134
2019-11-30 21:00:00+00:00,10095.130538862888,10532.82543701251
2019-11-30 22:00:00+00:00,10092.035897813543,10517.255371501522
2019-11-30 23:00:00+00:00,10096.65083195482,10522.431476553638
2019-12-01 00:00:00+00:00,10055.474538167215,10452.59147884622
2019-12-01 01:00:00+00:00,10051.558193412442,10310.109810252876
2019-12-01 02:00:00+00:00,10051.558193412442,10197.356846904018
2019-12-01 03:00:00+00:00,10030.482159022482,10194.284041451781
2019-12-01 04:00:00+00:00,10061.389160848983,10258.844799373868
2019-12-01 05:00:00+00:00,10043.087963207248,10228.097183537197
2019-12-01 06:00:00+00:00,10041.838428400322,10206.95322003906
2019-12-01 07:00:00+00:00,10024.476107740586,10177.85301732655
2019-12-01 08:00:00+00:00,10030.993018556806,10180.081717287469
2019-12-01 09:00:00+00:00,10043.536691176587,10213.48869998302
2019-12-01 10:00:00+00:00,10086.110620205853,10279.393269058148
2019-12-01 11:00:00+00:00,10049.418479328511,10217.463569712085
2019-12-01 12:00:00+00:00,10074.222780772026,10277.138060135363
2019-12-01 13:00:00+00:00,10225.895922632906,10435.323613891229
2019-12-01 14:00:00+00:00,10218.813782834113,10385.836237145932
2019-12-01 15:00:00+00:00,10218.813782834113,10284.380010602421
2019-12-01 16:00:00+00:00,10218.813782834113,10315.838999530219
2019-12-01 17:00:00+00:00,10218.813782834113,10318.793159346102
2019-12-01 18:00:00+00:00,10218.813782834113,10311.163754768757
2019-12-01 19:00:00+00:00,10218.813782834113,10344.21953007436
2019-12-01 20:00:00+00:00,10218.813782834113,10336.716935455428
2019-12-01 21:00:00+00:00,10218.813782834113,10376.31937635457
2019-12-01 22:00:00+00:00,10218.813782834113,10401.681596345175
2019-12-01 23:00:00+00:00,10218.813782834113,10387.34764157394
2019-12-02 00:00:00+00:00,10218.813782834113,10361.052725223852
2019-12-02 01:00:00+00:00,10218.813782834113,10399.932150281073
2019-12-02 02:00:00+00:00,10218.813782834113,10401.362940572131
2019-12-02 03:00:00+00:00,10218.813782834113,10339.129639254948
2019-12-02 04:00:00+00:00,10218.813782834113,10362.348473856846
2019-12-02 05:00:00+00:00,10218.813782834113,10219.438769969433
2019-12-02 06:00:00+00:00,10218.813782834113,10204.759635921357
2019-12-02 07:00:00+00:00,10218.813782834113,10208.605828993424
2019-12-02 08:00:00+00:00,10218.813782834113,10177.768977596534
2019-12-02 09:00:00+00:00,10218.813782834113,10272.128124218916
2019-12-02 10:00:00+00:00,10218.813782834113,10257.446358566944
2019-12-02 11:00:00+00:00,10218.813782834113,10259.749817600621
2019-12-02 12:00:00+00:00,10218.813782834113,10272.848508456935
2019-12-02 13:00:00+00:00,10218.813782834113,10284.458180726322
2019-12-02 14:00:00+00:00,10218.813782834113,10224.287785416082
2019-12-02 15:00:00+00:00,10218.813782834113,10249.168509629595
2019-12-02 16:00:00+00:00,10218.813782834113,10209.389719277036
2019-12-02 17:00:00+00:00,10218.813782834113,10205.942930870147
2019-12-02 18:00:00+00:00,10218.813782834113,10182.214547176733
2019-12-02 19:00:00+00:00,10218.813782834113,10195.357177432305
2019-12-02 20:00:00+00:00,10218.813782834113,10223.606264960368
2019-12-02 21:00:00+00:00,10218.813782834113,10248.30909536791
2019-12-02 22:00:00+00:00,10218.813782834113,10287.303552877576
2019-12-02 23:00:00+00:00,10218.813782834113,10248.590888812412
2019-12-03 00:00:00+00:00,10277.41741055007,10315.185344798087
2019-12-03 01:00:00+00:00,10249.128206631784,10286.803659625008
2019-12-03 02:00:00+00:00,10259.35807025999,10297.00711648903
2019-12-03 03:00:00+00:00,10264.37844474292,10305.312831149953
2019-12-03 04:00:00+00:00,10230.528647628918,10246.586278478933
2019-12-03 05:00:00+00:00,10226.214422348856,10223.691699745832
2019-12-03 06:00:00+00:00,10226.214422348856,10260.38804334913
2019-12-03 07:00:00+00:00,10210.315644208458,10237.344268816541
2019-12-03 08:00:00+00:00,10223.855290367763,10262.65392798462
2019-12-03 09:00:00+00:00,10192.323550969322,10176.376286182469
2019-12-03 10:00:00+00:00,10201.529949419435,10182.928754004532
2019-12-03 11:00:00+00:00,10192.793336724202,10167.946340331366
2019-12-03 12:00:00+00:00,10207.251519210213,10195.210493023453
2019-12-03 13:00:00+00:00,10207.174390205677,10203.694289081197
2019-12-03 14:00:00+00:00,10239.288103001956,10276.175766108903
2019-12-03 15:00:00+00:00,10239.813982578315,10260.610656001605
2019-12-03 16:00:00+00:00,10230.313091565442,10255.815745730039
2019-12-03 17:00:00+00:00,10233.671709126449,10252.356347534274
2019-12-03 18:00:00+00:00,10242.815002027399,10272.201286103458
2019-12-03 19:00:00+00:00,10231.224616164463,10235.502888210725
2019-12-03 20:00:00+00:00,10217.818192831171,10212.38248790679
2019-12-03 21:00:00+00:00,10231.13346370456,10235.753352044849
2019-12-03 22:00:00+00:00,10217.537723723779,10213.126802338444
2019-12-03 23:00:00+00:00,10212.538361884534,10197.464412562123
2019-12-04 00:00:00+00:00,10208.953461778967,10000.38353312227
2019-12-04 01:00:00+00:00,10208.953461778967,10016.642585883306
2019-12-04 02:00:00+00:00,10199.142124794951,10002.930056573328
2019-12-04 03:00:00+00:00,10200.06272266012,10008.295053490148
2019-12-04 04:00:00+00:00,10200.276815186902,10005.082708077367
2019-12-04 05:00:00+00:00,10184.476786710302,9959.61955296529
2019-12-04 06:00:00+00:00,10190.549878053385,9980.710633294872
2019-12-04 07:00:00+00:00,10186.931714350749,9976.437626935262
2019-12-04 08:00:00+00:00,10221.778841293493,10053.460716663736
2019-12-04 09:00:00+00:00,10228.572710810084,10063.965211272567
2019-12-04 10:00:00+00:00,10251.180881638391,10103.1661932171
2019-12-04 11:00:00+00:00,10247.019692238384,10073.948769007535
2019-12-04 12:00:00+00:00,10247.019692238384,10099.283647753366
2019-12-04 13:00:00+00:00,10247.019692238384,10438.895682445906
2019-12-04 14:00:00+00:00,10247.019692238384,10385.154221295272
2019-12-04 15:00:00+00:00,10247.019692238384,10384.268365449305
2019-12-04 16:00:00+00:00,10247.019692238384,10387.13541137199
2019-12-04 17:00:00+00:00,10247.019692238384,10395.772526350018
2019-12-04 18:00:00+00:00,10247.019692238384,10400.807989648321
2019-12-04 19:00:00+00:00,10247.019692238384,10413.637107125387
2019-12-04 20:00:00+00:00,10247.019692238384,10079.344195874239
2019-12-04 21:00:00+00:00,10247.019692238384,10047.021871696741
2019-12-04 22:00:00+00:00,10247.019692238384,10080.882821333766
2019-12-04 23:00:00+00:00,10247.019692238384,10066.861277547763
2019-12-05 00:00:00+00:00,10247.019692238384,10089.987855261921
2019-12-05 01:00:00+00:00,10247.019692238384,10093.70974976622
2019-12-05 02:00:00+00:00,10247.019692238384,10041.034872004195
2019-12-05 03:00:00+00:00,10247.019692238384,10070.915029470378
2019-12-05 04:00:00+00:00,10247.019692238384,10051.433143174707
2019-12-05 05:00:00+00:00,10247.019692238384,10166.473102157943
2019-12-05 06:00:00+00:00,10234.512895687789,10162.550215936939
2019-12-05 07:00:00+00:00,10231.017963452112,10154.066097533165
2019-12-05 08:00:00+00:00,10231.017963452112,10169.408542152323
2019-12-05 09:00:00+00:00,10226.75018782797,10161.254212335505
2019-12-05 10:00:00+00:00,10261.719776076634,10237.340429748043
2019-12-05 11:00:00+00:00,10252.977379014468,10227.993231063005
2019-12-05 12:00:00+00:00,10309.977807859786,10331.231522665114
2019-12-05 13:00:00+00:00,10306.352887380417,10274.506491622466
2019-12-05 14:00:00+00:00,10306.352887380417,10296.575819440932
2019-12-05 15:00:00+00:00,10306.352887380417,10221.575415175383
2019-12-05 16:00:00+00:00,10306.352887380417,10194.161032268124
2019-12-05 17:00:00+00:00,10306.352887380417,10236.445173031567
2019-12-05 18:00:00+00:00,10306.352887380417,10232.333207355012
2019-12-05 19:00:00+00:00,10306.352887380417,10268.610069709923
2019-12-05 20:00:00+00:00,10306.352887380417,10281.247783931642
2019-12-05 21:00:00+00:00,10306.352887380417,10276.117552354957
2019-12-05 22:00:00+00:00,10306.352887380417,10290.223698643516
2019-12-05 23:00:00+00:00,10306.352887380417,10296.272660029097
2019-12-06 00:00:00+00:00,10306.352887380417,10259.780719193643
2019-12-06 01:00:00+00:00,10306.352887380417,10293.100977719618
2019-12-06 02:00:00+00:00,10306.352887380417,10285.897486769318
2019-12-06 03:00:00+00:00,10306.352887380417,10255.206809844403
2019-12-06 04:00:00+00:00,10306.352887380417,10284.863657130387
2019-12-06 05:00:00+00:00,10306.352887380417,10279.1161760489
2019-12-06 06:00:00+00:00,10306.352887380417,10254.706137144596
2019-12-06 07:00:00+00:00,10306.352887380417,10268.78911814483
2019-12-06 08:00:00+00:00,10306.352887380417,10245.397345140655
2019-12-06 09:00:00+00:00,10306.352887380417,10264.281481200265
2019-12-06 10:00:00+00:00,10306.352887380417,10199.811435813364
2019-12-06 11:00:00+00:00,10306.352887380417,10204.25306986362
2019-12-06 12:00:00+00:00,10306.352887380417,10230.696027384272
2019-12-06 13:00:00+00:00,10306.352887380417,10207.419031864094
2019-12-06 14:00:00+00:00,10306.352887380417,10240.067613364154
2019-12-06 15:00:00+00:00,10306.352887380417,10253.671730191196
2019-12-06 16:00:00+00:00,10306.352887380417,10273.669088020166
2019-12-06 17:00:00+00:00,10346.694292724243,10367.330371000793
2019-12-06 18:00:00+00:00,10354.079992016797,10350.22656805638
2019-12-06 19:00:00+00:00,10350.424205300778,10328.11240117816
2019-12-06 20:00:00+00:00,10350.424205300778,10312.765713224957
2019-12-06 21:00:00+00:00,10350.424205300778,10343.720430810961
2019-12-06 22:00:00+00:00,10350.424205300778,10390.101295858183
2019-12-06 23:00:00+00:00,10350.424205300778,10405.977609486112
2019-12-07 00:00:00+00:00,10350.424205300778,10400.172289832379
2019-12-07 01:00:00+00:00,10350.424205300778,10385.008638679692
