Entry Time,Exit Time,Entry Price,Exit Price,PnL,Return [%],Duration,Status
2014-10-14 00:00:00+00:00,2014-10-15 00:00:00+00:00,391.88783207702636,400.75450907897954,209.9065515649146,2.1,1 days,Closed
2014-11-09 00:00:00+00:00,2014-11-11 00:00:00+00:00,345.54869508361816,365.6740661315918,577.3696695769557,5.66,2 days,Closed
2014-11-25 00:00:00+00:00,2014-12-01 00:00:00+00:00,377.074429321289,378.0598684234619,10.900346133650011,0.1,6 days,Closed
2015-02-08 00:00:00+00:00,2015-02-15 00:00:00+00:00,227.80683966064453,257.37823503112793,1382.197121782237,12.81,7 days,Closed
2015-03-23 00:00:00+00:00,2015-03-24 00:00:00+00:00,268.0289365081787,266.44370735168457,-91.39739661490763,-0.75,1 days,Closed
2015-03-26 00:00:00+00:00,2015-04-13 00:00:00+00:00,246.39913897705074,235.8320219497681,-536.9480177799793,-4.45,18 days,Closed
2015-04-15 00:00:00+00:00,2015-04-24 00:00:00+00:00,219.18253454589842,235.8520162200928,858.6929520592555,7.44,9 days,Closed
2015-07-25 00:00:00+00:00,2015-07-27 00:00:00+00:00,288.30808346557615,292.4926880645752,160.00429461265313,1.29,2 days,Closed
2015-09-20 00:00:00+00:00,2015-10-02 00:00:00+00:00,231.5147015762329,237.1453755645752,285.1470184078125,2.27,12 days,Closed
2015-11-17 00:00:00+00:00,2015-11-27 00:00:00+00:00,330.52718051147457,351.6850619354248,801.0683405594814,6.24,10 days,Closed
2015-12-28 00:00:00+00:00,2016-01-06 00:00:00+00:00,423.55465855407715,431.6400595550537,238.45227151369755,1.75,9 days,Closed
2016-05-27 00:00:00+00:00,2016-05-28 00:00:00+00:00,453.7477565917969,472.7924772033692,560.0707867451727,4.03,1 days,Closed
2016-06-28 00:00:00+00:00,2016-07-03 00:00:00+00:00,658.4310407409668,704.615533569336,989.2219325591909,6.85,5 days,Closed
2016-09-03 00:00:00+00:00,2016-09-04 00:00:00+00:00,575.8427701721191,598.290731842041,576.4227529544265,3.74,1 days,Closed
2017-01-17 00:00:00+00:00,2017-01-22 00:00:00+00:00,831.361456878662,921.7439145812989,1713.3561736389745,10.7,5 days,Closed
2017-04-03 00:00:00+00:00,2017-04-04 00:00:00+00:00,1103.501426147461,1144.9472595214845,636.6621582938978,3.59,1 days,Closed
2017-07-20 00:00:00+00:00,2017-07-25 00:00:00+00:00,2271.024837524414,2756.12125,3888.4733916854407,21.18,5 days,Closed
2017-11-15 00:00:00+00:00,2017-11-21 00:00:00+00:00,6638.077145507812,8201.637364257813,5199.14940082037,23.38,6 days,Closed
2017-12-27 00:00:00+00:00,2017-12-30 00:00:00+00:00,16171.58175,14674.559440429688,-2581.7238129843827,-9.41,3 days,Closed
2018-01-01 00:00:00+00:00,2018-01-16 00:00:00+00:00,14119.256295410156,13829.181559570314,-550.0433459497909,-2.21,15 days,Closed
2018-01-18 00:00:00+00:00,2018-02-01 00:00:00+00:00,11204.399204589843,10232.181154785158,-2146.3964037483115,-8.83,14 days,Closed
2018-02-03 00:00:00+00:00,2018-02-05 00:00:00+00:00,8856.546177246093,8266.404769042969,-1511.0646429198325,-6.82,2 days,Closed
2018-02-07 00:00:00+00:00,2018-02-16 00:00:00+00:00,7759.367979492187,10130.632345214844,6273.46651351719,30.38,9 days,Closed
2018-04-13 00:00:00+00:00,2018-04-15 00:00:00+00:00,7905.040388671875,7995.330413085938,264.1719098890236,0.98,2 days,Closed
2018-08-22 00:00:00+00:00,2018-08-25 00:00:00+00:00,6489.493125,6716.5902202148445,907.0843673175783,3.34,3 days,Closed
2018-09-21 00:00:00+00:00,2018-09-22 00:00:00+00:00,6517.127052246094,6731.682279785156,879.1435615383045,3.13,1 days,Closed
2018-10-15 00:00:00+00:00,2018-10-22 00:00:00+00:00,6295.786456787109,6482.806779785156,813.5376808184002,2.81,7 days,Closed
2018-10-28 00:00:00+00:00,2018-10-29 00:00:00+00:00,6485.9014863281245,6489.103922607423,-32.959214828214755,-0.11,1 days,Closed
2018-10-31 00:00:00+00:00,2018-11-09 00:00:00+00:00,6340.158729492187,6439.378797607422,417.6013472160075,1.4,9 days,Closed
2018-12-20 00:00:00+00:00,2018-12-21 00:00:00+00:00,3744.0661658935546,4131.63676147461,3072.04466035197,10.18,1 days,Closed
2019-02-08 00:00:00+00:00,2019-02-09 00:00:00+00:00,3403.0771530761717,3669.75014453125,2549.2670651506246,7.67,1 days,Closed
2019-06-13 00:00:00+00:00,2019-06-15 00:00:00+00:00,8149.618182861328,8685.401220703125,2293.4390273891686,6.41,2 days,Closed
2019-08-01 00:00:00+00:00,2019-08-03 00:00:00+00:00,10082.481104003906,10514.018681152344,1567.4494930252135,4.12,2 days,Closed
2019-09-02 00:00:00+00:00,2019-09-08 00:00:00+00:00,9762.352369628905,10512.855200683594,2981.7068861332714,7.52,6 days,Closed
2019-10-25 00:00:00+00:00,2019-10-26 00:00:00+00:00,7494.448476562499,8663.243359863282,6573.4947546893,15.42,1 days,Closed
2019-11-10 00:00:00+00:00,2019-11-15 00:00:00+00:00,8816.895502441406,8701.355153808594,-722.7893814172438,-1.47,5 days,Closed
2019-11-17 00:00:00+00:00,2019-11-19 00:00:00+00:00,8553.745438476562,8300.982198242187,-1508.6142904179742,-3.11,2 days,Closed
2019-11-21 00:00:00+00:00,2019-11-22 00:00:00+00:00,8027.656353515625,7639.747551269532,-2342.500566083011,-4.99,1 days,Closed
2019-11-24 00:00:00+00:00,2019-12-18 00:00:00+00:00,7402.333105957031,6644.374393066407,-4636.517142444788,-10.39,24 days,Closed
2019-12-20 00:00:00+00:00,2019-12-28 00:00:00+00:00,7212.241037109375,7285.386734375001,341.23603551991766,0.85,8 days,Closed
2020-05-27 00:00:00+00:00,2020-06-02 00:00:00+00:00,8841.799549804688,10157.892145996095,5933.383215260137,14.71,6 days,Closed
2020-06-13 00:00:00+00:00,2020-06-28 00:00:00+00:00,9485.47571923828,9043.936707031251,-2225.4634927696,-4.81,15 days,Closed
2020-06-30 00:00:00+00:00,2020-07-23 00:00:00+00:00,9190.173845214844,9522.37803076172,1519.9500793750533,3.45,23 days,Closed
2020-08-30 00:00:00+00:00,2020-09-03 00:00:00+00:00,11514.468224121094,11401.487810546876,-519.4746690332647,-1.14,4 days,Closed
2020-09-05 00:00:00+00:00,2020-09-16 00:00:00+00:00,10517.786538574219,10792.362837890625,1102.613037708424,2.45,11 days,Closed
2021-01-29 00:00:00+00:00,2021-02-03 00:00:00+00:00,34335.8312109375,35493.06490234375,1479.8099239011333,3.21,5 days,Closed
2021-03-26 00:00:00+00:00,2021-04-02 00:00:00+00:00,51708.853224609375,59069.32946679688,6695.782292748279,14.06,7 days,Closed
2021-07-24 00:00:00+00:00,2021-07-26 00:00:00+00:00,33610.52733398437,35366.339234375,2747.6282632176517,5.06,2 days,Closed
2021-10-01 00:00:00+00:00,2021-10-02 00:00:00+00:00,43838.65055859375,48113.400015625004,5467.114785604339,9.58,1 days,Closed
2022-03-01 00:00:00+00:00,2022-03-03 00:00:00+00:00,43216.10115820312,43903.232714843754,893.1074230432804,1.43,2 days,Closed
2022-05-30 00:00:00+00:00,2022-05-31 00:00:00+00:00,29458.086916992186,31708.003301757813,4737.241953448852,7.47,1 days,Closed
2022-07-08 00:00:00+00:00,2022-07-09 00:00:00+00:00,21647.972874023435,21705.9697109375,73.37978753819175,0.11,1 days,Closed
2022-09-09 00:00:00+00:00,2022-09-10 00:00:00+00:00,19337.804695312498,21366.223653320314,7039.987107870363,10.32,1 days,Closed
2022-10-04 00:00:00+00:00,2022-10-05 00:00:00+00:00,19633.395776367186,20325.73244042969,2530.8541059037457,3.36,1 days,Closed
2023-01-06 00:00:00+00:00,2023-01-08 00:00:00+00:00,16844.890892578125,16945.669411132814,340.4883123313227,0.44,2 days,Closed
