create_time,symbol,sum_open_interest,sum_open_interest_value,count_toptrader_long_short_ratio,sum_toptrader_long_short_ratio,count_long_short_ratio,sum_taker_long_short_vol_ratio
2023-02-15 00:00:00,BTCUSDT,103429.436,2295079769.1386747,1.230099201548512,1.1564567994,1.3314886385851994,1.0353018704
2023-02-15 00:05:00,BTCUSDT,103339.575,2290935038.175,1.2273674671499772,1.1516258891,1.3266305245611136,0.8405924598
2023-02-15 00:10:00,BTCUSDT,103294.7,2289444389.74,1.2250603136308806,1.1509975488,1.3256187190640467,1.0207181868
2023-02-15 00:15:00,BTCUSDT,103189.577,2286501932.8965397,1.2244227407005486,1.1515561262,1.3245280191789033,1.2197380752
2023-02-15 00:20:00,BTCUSDT,103243.807,2288605469.769,1.223682227780959,1.1512637617,1.3245603523173253,1.4816927603
2023-02-15 00:25:00,BTCUSDT,103153.491,2284764733.6420827,1.2277078237763082,1.1495391621,1.325555622117055,0.5670360202
2023-02-15 00:30:00,BTCUSDT,103161.575,2286576309.875,1.2271082157075643,1.1489968068,1.3245345098332462,1.3169999956
2023-02-15 00:35:00,BTCUSDT,103004.828,2279041879.9764,1.2275691341625408,1.1482411154,1.3209287722026195,0.6104142138
2023-02-15 00:40:00,BTCUSDT,102685.494,2271627774.316027,1.224953995595644,1.1489027814,1.3174451431729577,0.7841992916
2023-02-15 00:45:00,BTCUSDT,102707.007,2272130211.285133,1.226880357358445,1.149002148,1.317083003598465,0.8322038754
2023-02-15 00:50:00,BTCUSDT,102751.549,2273966508.8731046,1.227783144168075,1.1500979296,1.3172369540238462,1.3976247759
2023-02-15 00:55:00,BTCUSDT,102677.295,2273050449.4234414,1.2244534901251318,1.1505727061,1.3156317108088762,1.3095927691
2023-02-15 01:00:00,BTCUSDT,102628.482,2271896968.8822,1.2241847007052866,1.1505487736,1.313994698752122,0.9693461245
2023-02-15 01:05:00,BTCUSDT,102599.131,2272195144.6937847,1.2283186375166082,1.1507168054,1.3172782988622298,1.1879711234
2023-02-15 01:10:00,BTCUSDT,102652.6,2273693498.44,1.2286516345196052,1.1503780088,1.3190121836646436,1.4410987254
2023-02-15 01:15:00,BTCUSDT,102670.407,2271777828.6483,1.2279034690799395,1.1494632669,1.3159508745813175,0.5957529289
2023-02-15 01:20:00,BTCUSDT,102761.864,2273595964.8136,1.2267752148349162,1.1493152282,1.3121322873952577,0.5811061379
2023-02-15 01:25:00,BTCUSDT,102808.29,2276566625.7305927,1.222760509132489,1.1487034304,1.3098332443178446,2.5035213671
