Entry Time,Exit Time,Entry Price,Exit Price,PnL,Return [%],Duration,Status
2022-01-04 08:00:00+00:00,2022-01-04 15:00:00+00:00,46535.64650699999,47103.9395775,114.02548925412718,1.14,0 days 07:00:00,Closed
2022-01-04 22:00:00+00:00,2022-01-05 19:00:00+00:00,46212.42976656173,45976.12671245402,47.354979340949505,0.43,0 days 21:00:00,Closed
2022-01-08 22:00:00+00:00,2022-01-10 13:00:00+00:00,41787.722557,40919.32052,-219.1234018761302,-2.16,1 days 15:00:00,Closed
2022-01-11 02:00:00+00:00,2022-01-12 01:00:00+00:00,41926.294116,42651.760632,163.94643430155304,1.65,0 days 23:00:00,Closed
2022-01-13 15:00:00+00:00,2022-01-13 23:00:00+00:00,44036.39760599197,42642.93652409572,332.70291208448026,3.09,0 days 08:00:00,Closed
2022-01-14 14:00:00+00:00,2022-01-15 01:00:00+00:00,42153.012111000004,43069.12538500001,218.34000531776633,2.09,0 days 11:00:00,Closed
2022-01-15 08:00:00+00:00,2022-01-15 17:00:00+00:00,43055.20995632285,43313.156429632,-73.97887805248541,-0.68,0 days 09:00:00,Closed
2022-01-16 06:00:00+00:00,2022-01-16 10:00:00+00:00,42928.38196959907,43078.36585833348,-45.67203074158301,-0.43,0 days 04:00:00,Closed
2022-01-18 21:00:00+00:00,2022-01-19 03:00:00+00:00,41779.790178,42312.042578,125.7093285152196,1.19,0 days 06:00:00,Closed
2022-01-19 16:00:00+00:00,2022-01-20 14:00:00+00:00,41983.90139299999,42355.149642000004,85.68905941474455,0.8,0 days 22:00:00,Closed
2022-01-20 21:00:00+00:00,2022-01-21 02:00:00+00:00,42602.26324388004,40212.66446295296,638.1362046325661,5.53,0 days 05:00:00,Closed
2022-01-23 09:00:00+00:00,2022-01-23 19:00:00+00:00,35830.946059999995,34929.937874,-295.2188755319798,-2.59,0 days 10:00:00,Closed
2022-01-24 08:00:00+00:00,2022-01-24 10:00:00+00:00,34886.002662,34489.65,-134.7884745273753,-1.22,0 days 02:00:00,Closed
2022-01-24 23:00:00+00:00,2022-01-25 03:00:00+00:00,36379.140469000005,36287.1106,-36.458729718644804,-0.33,0 days 04:00:00,Closed
2022-01-26 21:00:00+00:00,2022-01-27 02:00:00+00:00,36962.891060856644,35911.03240653737,313.05036601333927,2.77,0 days 05:00:00,Closed
2022-01-29 03:00:00+00:00,2022-01-29 20:00:00+00:00,37517.50528674119,37844.52807529386,-111.96395482137426,-0.95,0 days 17:00:00,Closed
2022-01-30 09:00:00+00:00,2022-01-31 00:00:00+00:00,37970.164729448596,37884.9568081128,16.97975343422425,0.14,0 days 15:00:00,Closed
2022-01-31 15:00:00+00:00,2022-01-31 16:00:00+00:00,37472.794788,37705.768337999994,-78.1662543944202,-0.7,0 days 01:00:00,Closed
2022-02-01 05:00:00+00:00,2022-02-01 09:00:00+00:00,38527.40146681617,38586.87029487496,-26.261494391492512,-0.23,0 days 04:00:00,Closed
2022-02-01 22:00:00+00:00,2022-02-02 07:00:00+00:00,38744.813622777634,38277.053736584814,127.75509955328133,1.13,0 days 09:00:00,Closed
2022-02-02 07:00:00+00:00,2022-02-02 14:00:00+00:00,38274.058774,38339.134808,10.037200976613445,0.09,0 days 07:00:00,Closed
2022-02-03 03:00:00+00:00,2022-02-04 07:00:00+00:00,36953.572747,37609.471399520284,189.20376315352476,1.69,1 days 04:00:00,Closed
2022-02-08 12:00:00+00:00,2022-02-08 19:00:00+00:00,43928.3925115724,42981.31110523195,248.7605308381534,2.08,0 days 07:00:00,Closed
2022-02-09 02:00:00+00:00,2022-02-09 23:00:00+00:00,43866.39377304623,44326.184063099005,112.50087215937705,0.97,0 days 21:00:00,Closed
2022-02-11 06:00:00+00:00,2022-02-11 22:00:00+00:00,42838.847799999996,42520.230103,-96.49214600424524,-0.82,0 days 16:00:00,Closed
2022-02-12 11:00:00+00:00,2022-02-12 21:00:00+00:00,42272.157844,42597.217000000004,80.0320554652437,0.69,0 days 10:00:00,Closed
2022-02-13 10:00:00+00:00,2022-02-13 12:00:00+00:00,42305.697903,42449.2614,30.331501563798952,0.26,0 days 02:00:00,Closed
2022-02-13 12:00:00+00:00,2022-02-14 12:00:00+00:00,42421.91863675973,42126.00744493967,77.55256641835547,0.62,1 days 00:00:00,Closed
2022-02-15 01:00:00+00:00,2022-02-15 10:00:00+00:00,42552.676222419286,44009.74634893673,-416.1030643547995,-3.51,0 days 09:00:00,Closed
2022-02-15 23:00:00+00:00,2022-02-16 14:00:00+00:00,44149.248152260596,43831.26737202275,75.22716816937795,0.64,0 days 15:00:00,Closed
2022-02-16 21:00:00+00:00,2022-02-17 04:00:00+00:00,44091.82358,43561.22771000001,-147.13045312997144,-1.28,0 days 07:00:00,Closed
2022-02-17 17:00:00+00:00,2022-02-17 18:00:00+00:00,41981.29061,41718.880580000005,-79.79518011622184,-0.7,0 days 01:00:00,Closed
2022-02-18 07:00:00+00:00,2022-02-18 14:00:00+00:00,40702.207,40353.99017,-105.13010921599562,-0.94,0 days 07:00:00,Closed
2022-02-19 03:00:00+00:00,2022-02-20 05:00:00+00:00,40150.84164,39520.840189999995,-183.58223445280288,-1.65,1 days 02:00:00,Closed
2022-02-20 18:00:00+00:00,2022-02-20 23:00:00+00:00,38269.67746,38783.96132,138.3708195782711,1.26,0 days 05:00:00,Closed
2022-02-20 23:00:00+00:00,2022-02-21 01:00:00+00:00,38775.21650180274,38730.715729999996,3.944014185732751,0.03,0 days 02:00:00,Closed
2022-02-21 14:00:00+00:00,2022-02-22 03:00:00+00:00,37519.34906493395,37798.34682745093,-96.42848967070333,-0.82,0 days 13:00:00,Closed
2022-02-22 10:00:00+00:00,2022-02-22 18:00:00+00:00,37123.733779999995,37608.614030000004,134.80286743735866,1.23,0 days 08:00:00,Closed
2022-02-23 18:00:00+00:00,2022-02-23 23:00:00+00:00,38047.51302512968,37636.508044343595,115.08597621431639,1.0,0 days 05:00:00,Closed
2022-02-24 18:00:00+00:00,2022-02-24 20:00:00+00:00,35825.844529999995,37261.118310000005,441.4738941463571,3.92,0 days 02:00:00,Closed
2022-02-27 01:00:00+00:00,2022-02-27 09:00:00+00:00,38739.76234829671,38793.26337528201,-26.267607475117675,-0.22,0 days 08:00:00,Closed
2022-02-27 22:00:00+00:00,2022-02-28 14:00:00+00:00,37393.03274468652,37995.25972621682,-205.14509998250554,-1.69,0 days 16:00:00,Closed
2022-03-01 03:00:00+00:00,2022-03-01 12:00:00+00:00,43137.77589853951,43608.24535046417,-136.35441477263922,-1.17,0 days 09:00:00,Closed
2022-03-02 01:00:00+00:00,2022-03-02 15:00:00+00:00,44219.093957644676,44811.70263416769,-171.12293047175842,-1.42,0 days 14:00:00,Closed
2022-03-03 04:00:00+00:00,2022-03-03 05:00:00+00:00,43299.80616000001,43446.0299,-46.59905920556374,-0.42,0 days 01:00:00,Closed
2022-03-03 05:00:00+00:00,2022-03-03 15:00:00+00:00,43446.0299,43396.07727,-21.64659577914687,-0.19,0 days 10:00:00,Closed
2022-03-04 04:00:00+00:00,2022-03-04 16:00:00+00:00,41453.532329999995,40682.39162,-214.95871798209245,-1.94,0 days 12:00:00,Closed
2022-03-05 05:00:00+00:00,2022-03-05 19:00:00+00:00,38857.953890000004,39368.98576,134.17997469069988,1.23,0 days 14:00:00,Closed
2022-03-05 19:00:00+00:00,2022-03-06 10:00:00+00:00,39368.33451731262,38929.858249761775,117.50085437389474,1.03,0 days 15:00:00,Closed
2022-03-07 13:00:00+00:00,2022-03-07 18:00:00+00:00,38579.07025,38575.92375,-9.802456264585901,-0.09,0 days 05:00:00,Closed
2022-03-08 07:00:00+00:00,2022-03-08 10:00:00+00:00,38275.27914,38958.209030000005,189.2648231175444,1.7,0 days 03:00:00,Closed
