create_time,symbol,sum_open_interest,sum_open_interest_value,count_toptrader_long_short_ratio,sum_toptrader_long_short_ratio,count_long_short_ratio,sum_taker_long_short_vol_ratio
2026-02-22 00:05:00,AVAXUSDT,7760632.0,70616979.65302113,2.60323753,1.961793,2.25138475,0.409981
2026-02-22 00:10:00,AVAXUSDT,7768567.0,70620357.81030056,2.60754467,1.964614,2.23842887,0.589032
2026-02-22 00:15:00,AVAXUSDT,7773787.0,70589668.86932912,2.60323753,1.969291,2.22663848,1.011895
2026-02-22 00:20:00,AVAXUSDT,7774726.0,70555638.45,2.59505766,1.966877,2.22482584,1.366258
2026-02-22 00:25:00,AVAXUSDT,7744947.0,70099881.71044257,2.5936058,1.974066,2.21723557,0.964706
2026-02-22 00:30:00,AVAXUSDT,7749212.0,70137097.70573232,2.59143328,1.982021,2.21270776,0.792814
2026-02-22 00:35:00,AVAXUSDT,7744812.0,70163114.08072272,2.57400722,1.982588,2.20596263,0.863021
2026-02-22 00:40:00,AVAXUSDT,7738543.0,70000196.68104112,2.57367903,1.985792,2.20920942,1.186255
2026-02-22 00:45:00,AVAXUSDT,7739395.0,69864956.644591,2.57259915,1.978324,2.20491287,0.695016
2026-02-22 00:50:00,AVAXUSDT,7739706.0,69866326.062,2.54710851,1.977314,2.19348099,0.512511
2026-02-22 00:55:00,AVAXUSDT,7740559.0,69986841.72160697,2.55154472,1.978069,2.19248434,0.914328
2026-02-22 01:00:00,AVAXUSDT,7735459.0,70086490.02799727,2.54973992,1.978565,2.19515253,2.53568
2026-02-22 01:05:00,AVAXUSDT,7730921.0,70012665.79437174,2.55335068,1.982558,2.19569758,0.928751
2026-02-22 01:10:00,AVAXUSDT,7732219.0,69992046.388,2.5529909,1.984936,2.19507615,0.825852
2026-02-22 01:15:00,AVAXUSDT,7720180.0,69937127.2955888,2.54967532,1.977307,2.19407963,1.358327
2026-02-22 01:20:00,AVAXUSDT,7720398.0,69919095.67309044,2.55591678,1.976307,2.19795578,1.521444
2026-02-22 01:25:00,AVAXUSDT,7719814.0,69857737.95170733,2.55126541,1.9733,2.1940858,0.501317
2026-02-22 01:30:00,AVAXUSDT,7719026.0,69884247.58763392,2.5502594,1.974387,2.19267582,0.664073
2026-02-22 01:35:00,AVAXUSDT,7720057.0,69829759.73221616,2.5265188,1.965872,2.17254902,1.000329
2026-02-22 01:40:00,AVAXUSDT,7717770.0,69830828.275329,2.52440591,1.967796,2.17530456,0.351644
2026-02-22 01:45:00,AVAXUSDT,7716694.0,69843797.394,2.52876888,1.968992,2.1750258,1.598769
2026-02-22 01:50:00,AVAXUSDT,7676138.0,69686811.3398875,2.44510665,1.94772,2.07452547,2.976664
2026-02-22 01:55:00,AVAXUSDT,7639977.0,69416824.68081911,2.4477237,1.950869,2.07678464,1.212052
2026-02-22 02:00:00,AVAXUSDT,7639304.0,69303765.888,2.46124764,1.942113,2.08954025,1.485292
2026-02-22 02:05:00,AVAXUSDT,7628185.0,69225778.875,2.46442065,1.931307,2.1014697,1.12163
2026-02-22 02:10:00,AVAXUSDT,7616257.0,69262554.87162583,2.46255507,1.932517,2.09833099,1.81264
2026-02-22 02:15:00,AVAXUSDT,7613340.0,69121513.86,2.46008799,1.923216,2.10092481,0.294071
2026-02-22 02:20:00,AVAXUSDT,7607980.0,69088107.9195708,2.45238839,1.939355,2.09574468,0.384478
2026-02-22 02:25:00,AVAXUSDT,7612147.0,69020999.79863362,2.44946974,1.94028,2.09120064,0.134145
2026-02-22 02:30:00,AVAXUSDT,7608059.0,68955388.18084586,2.44440984,1.944487,2.08930717,1.109525
2026-02-22 02:35:00,AVAXUSDT,7605599.0,68953840.88778935,2.43713133,1.945356,2.08761752,0.453225
2026-02-22 02:40:00,AVAXUSDT,7613815.0,68821273.785,2.4365498,1.94519,2.08963585,0.335891
2026-02-22 02:45:00,AVAXUSDT,7617194.0,68897519.73,2.43641439,1.943272,2.08872902,0.707974
2026-02-22 02:50:00,AVAXUSDT,7622678.0,68946465.8162903,2.43641439,1.94732,2.08479649,0.378154
2026-02-22 02:55:00,AVAXUSDT,7621957.0,68902491.28,2.42759901,1.94475,2.07966541,0.511131
2026-02-22 03:00:00,AVAXUSDT,7624343.0,68843350.87362717,2.42808537,1.951556,2.07738214,0.267394
2026-02-22 03:05:00,AVAXUSDT,7628915.0,68910656.5761278,2.41013825,1.951015,2.06529482,0.658442
2026-02-22 03:10:00,AVAXUSDT,7621857.0,68921502.43015529,2.40435316,1.952071,2.05919495,1.930033
2026-02-22 03:15:00,AVAXUSDT,7619077.0,68910864.74602124,2.39840881,1.955964,2.0581854,2.291616
2026-02-22 03:20:00,AVAXUSDT,7606910.0,68568686.74,2.38773642,1.952925,2.04640189,0.451694
2026-02-22 03:25:00,AVAXUSDT,7611969.0,68648587.94607462,2.36826166,1.957857,2.03284457,0.535078
2026-02-22 03:30:00,AVAXUSDT,7607391.0,68679525.948,2.36743341,1.958413,2.02216605,3.549878
2026-02-22 03:35:00,AVAXUSDT,7599654.0,68624875.62,2.36253776,1.955155,2.01160542,1.534942
2026-02-22 03:40:00,AVAXUSDT,7599455.0,68585081.375,2.36028968,1.952991,2.00829956,0.786125
2026-02-22 03:45:00,AVAXUSDT,7591353.0,68591615.3737584,2.35936087,1.951961,2.00558659,2.346972
2026-02-22 03:50:00,AVAXUSDT,7576969.0,68537961.8040005,2.35561578,1.946217,1.99692839,1.105984
2026-02-22 03:55:00,AVAXUSDT,7567085.0,68464004.70790191,2.3543923,1.94013,2.00096098,3.037888
2026-02-22 04:00:00,AVAXUSDT,7563408.0,68397200.73595536,2.35196874,1.937675,1.99846508,1.762275
2026-02-22 04:05:00,AVAXUSDT,7559052.0,68417469.62975064,2.35015015,1.939981,1.99329887,1.821696
2026-02-22 04:10:00,AVAXUSDT,7561779.0,68396291.055,2.34652278,1.943191,1.99330144,1.111746
2026-02-22 04:15:00,AVAXUSDT,7560250.0,68441054.850755,2.339211,1.94197,1.98816794,1.49754
2026-02-22 04:20:00,AVAXUSDT,7554435.0,68272008.0280203,2.3426009,1.941424,1.98742618,0.807146
2026-02-22 04:25:00,AVAXUSDT,7556520.0,68297049.4225884,2.34349776,1.943612,1.98591549,0.665174
2026-02-22 04:30:00,AVAXUSDT,7554156.0,68274461.928,2.3420974,1.941439,1.98383723,0.863292
2026-02-22 04:35:00,AVAXUSDT,7549520.0,68240111.28,2.34239618,1.939825,1.98384338,0.584439
2026-02-22 04:40:00,AVAXUSDT,7546490.0,68284531.8110599,2.34239618,1.940673,1.98384952,1.977089
2026-02-22 04:45:00,AVAXUSDT,7537902.0,68131313.58339737,2.34099731,1.93541,1.98328585,1.484012
2026-02-22 04:50:00,AVAXUSDT,7536208.0,68106548.42061377,2.33900328,1.937529,1.97989759,0.30883
2026-02-22 04:55:00,AVAXUSDT,7536878.0,68158337.60182284,2.33313486,1.935853,1.9787718,1.129171
2026-02-22 05:00:00,AVAXUSDT,7538623.0,68126536.051,2.3293698,1.930924,1.97578051,0.175329
2026-02-22 05:05:00,AVAXUSDT,7519652.0,67917496.864,2.32867756,1.925078,1.97316197,0.423703
2026-02-22 05:10:00,AVAXUSDT,7521680.0,67791358.9177816,2.33244207,1.938106,1.97265183,0.133394
2026-02-22 05:15:00,AVAXUSDT,7499070.0,67473904.3732503,2.36645589,1.942994,1.99522627,0.352401
2026-02-22 05:20:00,AVAXUSDT,7496074.0,67565521.70275079,2.36390977,1.937472,1.99694306,0.53299
2026-02-22 05:25:00,AVAXUSDT,7493074.0,67487941.37944892,2.36410102,1.938044,1.99942661,0.206941
2026-02-22 05:30:00,AVAXUSDT,7496525.0,67509615.0954735,2.36650631,1.938023,2.00382482,0.269765
2026-02-22 05:35:00,AVAXUSDT,7495449.0,67489618.60924101,2.36336336,1.940901,1.99713795,0.244301
2026-02-22 05:40:00,AVAXUSDT,7493563.0,67419361.57904561,2.35821343,1.941168,1.9918142,0.438163
2026-02-22 05:45:00,AVAXUSDT,7491634.0,67432697.10123879,2.35739964,1.942869,1.98954373,0.943386
2026-02-22 05:50:00,AVAXUSDT,7484734.0,67359020.58787198,2.349268,1.941211,1.98481973,0.846506
2026-02-22 05:55:00,AVAXUSDT,7479971.0,67293399.25451973,2.34737157,1.943632,1.9878327,0.903303
2026-02-22 06:00:00,AVAXUSDT,7480988.0,67351334.964,2.34626866,1.944836,1.9840577,1.493177
2026-02-22 06:05:00,AVAXUSDT,7480760.0,67326840.0,2.32542272,1.937391,1.96681124,0.442805
2026-02-22 06:10:00,AVAXUSDT,7465721.0,67101900.348,2.31784552,1.940665,1.96158915,0.784221
2026-02-22 06:15:00,AVAXUSDT,7446950.0,66762720.105879,2.33432658,1.929519,1.96617536,0.39861
