create_time,symbol,sum_open_interest,sum_open_interest_value,count_toptrader_long_short_ratio,sum_toptrader_long_short_ratio,count_long_short_ratio,sum_taker_long_short_vol_ratio
2025-10-17 00:05:00,DOGEUSDT,1489454572.0,280839951.2452041,3.47944936,2.421047,2.96467767,1.540137
2025-10-17 00:10:00,DOGEUSDT,1494162755.0,282142753.02665,3.47006869,2.428115,2.96261166,1.899399
2025-10-17 00:15:00,DOGEUSDT,1496419817.0,282553989.84594,3.4778935,2.422531,2.96438104,1.125764
2025-10-17 00:20:00,DOGEUSDT,1496582396.0,282898192.0930341,3.48592797,2.405003,2.98925926,0.97512
2025-10-17 00:25:00,DOGEUSDT,1496274227.0,282691314.148244,3.4880929,2.400626,2.99416451,0.973758
2025-10-17 00:30:00,DOGEUSDT,1495485044.0,283377696.3152081,3.48290094,2.385489,2.99582986,1.264385
2025-10-17 00:35:00,DOGEUSDT,1494107555.0,283360829.6655977,3.4905549,2.376549,3.0083581,1.057789
2025-10-17 00:40:00,DOGEUSDT,1494560129.0,283278926.85066,3.49802839,2.369773,3.02114382,0.830551
2025-10-17 00:45:00,DOGEUSDT,1492232972.0,282405089.951,3.51434224,2.361832,3.03012217,0.698715
2025-10-17 00:50:00,DOGEUSDT,1496889512.0,282208579.69736,3.54187388,2.331118,3.04368569,0.325996
2025-10-17 00:55:00,DOGEUSDT,1494024763.0,282490202.18804,3.5224708,2.337333,3.03685733,1.021863
2025-10-17 01:00:00,DOGEUSDT,1492747090.0,282845718.6132,3.52764018,2.333214,3.04399813,1.229554
2025-10-17 01:05:00,DOGEUSDT,1490999300.0,283692436.811,3.53847683,2.32217,3.04750305,1.17928
2025-10-17 01:10:00,DOGEUSDT,1489094750.0,283493858.505,3.56306216,2.308621,3.081623,1.312108
2025-10-17 01:15:00,DOGEUSDT,1488853588.0,283165063.90172,3.57790255,2.299708,3.08255319,0.870283
2025-10-17 01:20:00,DOGEUSDT,1488505815.0,282697024.3848,3.58140936,2.288119,3.08829374,0.675181
2025-10-17 01:25:00,DOGEUSDT,1490332748.0,283775614.74948066,3.55546688,2.273854,3.06581422,1.119425
2025-10-17 01:30:00,DOGEUSDT,1493344585.0,284590276.52389985,3.54034181,2.264005,3.06482525,1.34564
2025-10-17 01:35:00,DOGEUSDT,1492323461.0,283586227.29383,3.55928144,2.255156,3.08631599,0.566762
2025-10-17 01:40:00,DOGEUSDT,1490448394.0,282833001.9044978,3.54849632,2.247105,3.07001035,0.52848
2025-10-17 01:45:00,DOGEUSDT,1492220823.0,283014601.29018,3.54688433,2.24558,3.0652766,0.499766
2025-10-17 01:50:00,DOGEUSDT,1492916110.0,283355477.678,3.54378981,2.24709,3.05375035,1.468137
2025-10-17 01:55:00,DOGEUSDT,1494088723.0,282382768.647,3.55249501,2.254428,3.06469205,0.444523
2025-10-17 02:00:00,DOGEUSDT,1493195003.0,282945521.11847,3.5361973,2.260597,3.05542011,1.080129
2025-10-17 02:05:00,DOGEUSDT,1493293469.0,283151304.0454104,3.53616852,2.266701,3.05449948,0.838402
2025-10-17 02:10:00,DOGEUSDT,1495424022.0,282934224.9624,3.53685675,2.247358,3.04810387,0.517776
2025-10-17 02:15:00,DOGEUSDT,1497506040.0,283034541.7337976,3.53774335,2.256587,3.04905167,0.442355
2025-10-17 02:20:00,DOGEUSDT,1495687465.0,282010779.67390054,3.54005168,2.266678,3.04745003,0.283735
2025-10-17 02:25:00,DOGEUSDT,1494384499.0,281731273.5207084,3.53232844,2.267953,3.03875175,0.680866
2025-10-17 02:30:00,DOGEUSDT,1494119818.0,281201970.81894994,3.5255648,2.27683,3.02724061,0.760826
2025-10-17 02:35:00,DOGEUSDT,1494263479.0,281745112.31108564,3.51869436,2.279308,3.02704712,1.145054
2025-10-17 02:40:00,DOGEUSDT,1494849378.0,282557072.21479255,3.53203729,2.250946,3.04177156,1.380869
2025-10-17 02:45:00,DOGEUSDT,1499968797.0,283839095.45631,3.48941953,2.208438,3.04521301,0.720013
2025-10-17 02:50:00,DOGEUSDT,1500061147.0,284323779.8916546,3.48227775,2.207108,3.03274583,1.262028
2025-10-17 02:55:00,DOGEUSDT,1497929729.0,283797766.45634,3.47370456,2.200426,3.03613227,0.917088
2025-10-17 03:00:00,DOGEUSDT,1498698694.0,284198233.34322,3.4686475,2.206079,3.02331175,1.542468
2025-10-17 03:05:00,DOGEUSDT,1499153506.0,285127033.5962221,3.47736944,2.216273,3.02657161,1.045927
2025-10-17 03:10:00,DOGEUSDT,1499235869.0,285154662.2838,3.47766389,2.209203,3.02412869,1.505729
2025-10-17 03:15:00,DOGEUSDT,1497110336.0,284359295.7741267,3.48431448,2.201077,3.03754171,0.944892
2025-10-17 03:20:00,DOGEUSDT,1496435238.0,284298916.86406815,3.47680711,2.199038,3.02911545,1.546683
2025-10-17 03:25:00,DOGEUSDT,1495693839.0,284043073.89255595,3.48094409,2.190306,3.04124954,1.213375
2025-10-17 03:30:00,DOGEUSDT,1495534813.0,283704569.20369804,3.47162162,2.186945,3.03655715,0.925474
2025-10-17 03:35:00,DOGEUSDT,1495241617.0,283766954.07426,3.41908397,2.190585,3.00468062,1.507319
2025-10-17 03:40:00,DOGEUSDT,1495102466.0,283227531.4883214,3.42753346,2.188152,3.00974086,1.002607
